strain	date	country
113ed976	7.1415	north
2f14d6ec	7.1283	north
22c785fc	7.1306	north
6baee012	7.1551	north
10ee67f3	7.1007	north
74f20609	7.1408	north
11cd69cd	7.1455	north
213a7712	7.1609	north
5a9822cb	7.1462	north
4ab1322e	7.1447	north
7a85cd4d	7.1679	north
6ceef1cc	7.1602	north
3a6bd2b8	7.1671	north
32885584	7.159	north
3e5f054a	7.1488	north
c9bb982	7.1473	north
5eb525b2	7.1598	north
4347be64	7.241	north
2e22f9cd	7.2352	north
45f35b0b	7.2956	north
555105d1	7.758	north
e55f277	7.9498	north
670d4d20	8.0216	north
6fb65940	8.0246	north
6f492e22	8.1957	north
66c4b80f	9.1472	north
75554f91	9.2541	north
6d73f183	9.3245	north
583251a	9.3219	north
17b978a	9.873	north
e99df97	9.8902	north
168ecb73	9.9854	north
2601faa3	10.0206	north
4527fa33	10.1314	north
2f36dbc3	10.1689	north
72a65320	10.1908	north
2fcc5f4	10.1937	north
4c79f62d	10.3305	north
39e9b740	10.6827	north
71d47f1d	10.7798	north
17cc3dc7	10.8069	north
7a577ef7	10.832	north
397267bb	10.8362	north
3f992221	10.8948	north
3221e51	10.8963	north
453cffb3	10.9005	north
a70d1c5	10.8667	north
39c565a4	10.9144	north
76c2545d	10.9306	north
29197e9d	10.9494	north
60d883d8	10.8853	north
26760037	10.9559	north
61a5aad3	10.9319	north
7a03c06d	10.9654	north
54c5f275	10.9539	north
5f313331	10.97	north
29c426fa	10.9659	north
2329599f	10.9743	north
701b7e16	10.9753	north
52ddef8d	10.9804	north
2fb1c62a	10.9842	north
5c8c01b5	10.9849	north
71246270	10.9825	north
553f5d2d	10.9969	north
1a480adc	11.0065	north
39c7bda7	11.0124	north
4ba46b4	11.0113	north
1effe4fb	11.0244	north
5e28b3f5	11.0283	north
49478c23	11.017	north
77417b54	11.0368	north
7dc7ea0	11.0397	north
6b8e982e	11.0396	north
1cb9bded	11.0348	north
29c2c8ca	11.0453	north
4e81e832	11.0343	north
70f9adea	11.0464	north
2b9e9609	11.0416	north
16dfd1c5	11.057	north
69bbdc69	11.0606	north
3d46215f	11.0596	north
6aca3684	11.0548	north
616ecd99	11.0418	north
14aa6e0e	11.0714	north
14fb8cad	11.0732	north
73fc9123	11.0726	north
2568a0b4	11.0775	north
7a49c193	11.0585	north
16a1b87e	11.0791	north
7e643352	11.0675	north
16fcf7d8	11.0595	north
b2bdc30	11.0474	north
47ecbef9	11.0802	north
4c5e77f3	11.0883	north
7b8fc0a5	11.0911	north
39f8eb0f	11.0937	north
5bef31b7	11.1003	north
6f9f1a12	11.0968	north
6a621e73	11.1012	north
6684c8ba	11.1052	north
7f63cc60	11.1072	north
7723b9e0	11.114	north
1acf875c	11.098	north
30d48b15	11.1129	north
644c5c21	11.1036	north
6ae0424f	11.109	north
4b312317	11.1124	north
2bd2eb28	11.118	north
2a1d4559	11.1011	north
4e159d02	11.1168	north
3c7b70b3	11.1215	north
240ed1a5	11.1104	north
7747bfbb	11.1213	north
4dbaef2a	11.0976	north
fef0ad1	11.1168	north
f54646d	11.1042	north
10be7740	11.0987	north
7713f2c2	11.1104	north
22a13b9d	11.1278	north
107fd80b	11.1314	north
501f78	11.134	north
6242eb66	11.0862	north
36e16f52	11.0795	north
7e32c371	11.1315	north
3bbad9c0	11.131	north
317654ee	11.1267	north
71f636f3	11.1366	north
15cf7c4	11.1246	north
59593882	11.1345	north
7bcbbc06	11.1313	north
798d9c0c	11.1282	north
4aeb1cd1	11.1442	north
34d10ac8	11.1362	north
2f601d68	11.1365	north
4dafb01a	11.1416	north
3ff59b98	11.1123	north
5ac1212f	11.143	north
4c8955fe	11.126	north
4940effc	11.1077	north
103bf204	11.1513	north
2e341bb8	11.1496	north
25d21d5d	11.1542	north
1aab84cc	11.1255	north
46b90a1f	11.1539	north
2d8310d2	11.1378	north
34b9ef00	11.1493	north
61875d23	11.1527	north
2e256a27	11.147	north
7bd9ea61	11.1536	north
6f138a69	11.1299	north
27cca240	11.1593	north
6ee46d00	11.1588	north
7f86a18c	11.1641	north
12a0965	11.1429	north
546fc73d	11.1517	north
14f411f6	11.1407	north
7161354f	11.1619	north
1438e584	11.1628	north
6a8b24a	11.1646	north
1727383d	11.1647	north
17978986	11.1589	north
5b94e6e9	11.1707	north
3bba01c	11.1635	north
70829190	11.1484	north
3a692d73	11.17	north
6e16986d	11.1659	north
2d4accba	11.1667	north
1ff2bf6d	11.169	north
6b82e73e	11.1757	north
4164cd73	11.1781	north
523bbade	11.1807	north
442814df	11.1792	north
50171481	11.1703	north
1412091c	11.1829	north
257fc142	11.1628	north
369332a5	11.1825	north
5703677c	11.1497	north
8971b51	11.1792	north
2d6397e7	11.1823	north
363d3d65	11.1693	north
2e9d6ae9	11.1589	north
10df60cd	11.1851	north
303a8b5a	11.1833	north
6a26000e	11.1748	north
10da0db	11.176	north
47e2947d	11.1703	north
70ac635a	11.1766	north
6dd80174	11.1685	north
47c9419	11.1941	north
2827fae5	11.1921	north
5219580d	11.1599	north
be1b98	11.18	north
66c1b3d8	11.188	north
54ee0edc	11.1956	north
3ff73247	11.2041	north
203be2f6	11.1975	north
64805001	11.2026	north
7e9cf70c	11.2038	north
2b3fda9c	11.1904	north
2720e64f	11.21	north
6cff4769	11.2025	north
18f6e947	11.1978	north
25ef3b3a	11.2079	north
5677b527	11.184	north
3ae10cd9	11.2068	north
291a6778	11.2122	north
657488da	11.1931	north
604ceac1	11.212	north
7765781b	11.2051	north
12642713	11.2121	north
1f3ea306	11.1977	north
7d331d72	11.1918	north
6bb74b39	11.1991	north
490f75af	11.2008	north
44ef8dac	11.2071	north
74579873	11.2266	north
3186bce4	11.2174	north
3c211af0	11.2031	north
47ce6c55	11.2249	north
430df5f8	11.2167	north
1c941e3d	11.231	north
6660b34c	11.2162	north
d8c22a6	11.236	north
4e9ff08b	11.2127	north
33805e2b	11.192	north
76f93009	11.2363	north
1bdf3afd	11.2388	north
6f5a1e7a	11.2173	north
2800bee5	11.2222	north
74c069c8	11.2431	north
71bd2b0	11.2388	north
24efa747	11.2319	north
35a0a38a	11.2465	north
32b8cb7a	11.1972	north
783b50b0	11.2332	north
1549404f	11.243	north
415c463f	11.2541	north
31994506	11.2471	north
31dd110a	11.2556	north
26f3a716	11.2545	north
5d300572	11.2513	north
1f3155f8	11.2521	north
46f9bd20	11.2645	north
5d9370d8	11.2647	north
6ec8ab45	11.2526	north
6f240e0	11.2673	north
402a7c8e	11.2655	north
728aa50f	11.2732	north
44f6af57	11.2747	north
509f403a	11.2604	north
34202da5	11.2722	north
6c6930f1	11.2572	north
5b219521	11.2642	north
482edfa8	11.2845	north
46000ba	11.2842	north
ad3bb99	11.2885	north
113eb95e	11.2871	north
13c23a00	11.2898	north
7ea588d3	11.2304	north
667b7aeb	11.3004	north
3bfcbf22	11.2605	north
2086d6c3	11.2903	north
211d7c4c	11.3004	north
1bfde316	11.3005	north
2998ad4c	11.3254	north
6ad058a2	11.2965	north
76702631	11.3225	north
f64672	11.3306	north
665f4303	11.3364	north
5dc5f2a4	11.317	north
7f04fab7	11.3112	north
49dd5634	11.3409	north
70437d63	11.3614	north
56683dbe	11.3418	north
73addaf9	11.3682	north
1e26544	11.3881	north
635839b5	11.3971	north
5523d8ad	11.4954	north
7c5fd7eb	11.6062	north
5d66ccdd	11.725	north
1a8a30d8	11.8009	north
1c080156	11.8415	north
4c41a09e	12.19	north
34df0318	12.2486	north
452f822e	12.2697	north
45a66b82	12.326	north
6f0ac208	12.3859	north
612fe30f	12.5598	north
36eeee6	12.6322	north
16806275	12.6713	north
221a275d	12.7002	north
4404a26	12.921	north
5871c611	12.9461	north
273dd528	12.9277	north
43270783	12.9811	north
176241f	12.9944	north
35ca4fc6	12.9969	north
4e2a4de3	12.9936	north
770da679	12.9943	north
56777988	12.9932	north
62fb9009	13.0298	north
4ac40193	13.045	north
55d0293c	12.9953	north
7b6c3efb	13.0451	north
a833e4e	13.0928	north
39e4cbf8	13.0894	north
51d2a9ba	13.0759	north
7c9b972	13.1056	north
a2f3689	13.127	north
72abce66	13.1343	north
4d1377a9	13.1372	north
55fd96f7	13.1355	north
67cd5114	13.1253	north
183ec9d2	13.1477	north
44ca48d1	13.1348	north
22f197b6	13.1413	north
545ccc2e	13.1461	north
6cb1ddb5	13.1444	north
6407d21b	13.1437	north
35cae5e1	13.1526	north
74322453	13.1527	north
f4c45ca	13.1352	north
5304c328	13.1106	north
50fb22c6	13.1622	north
52eadb29	13.1714	north
59c27bec	13.1691	north
1e1d33c0	13.1701	north
4571c041	13.1726	north
4f47c48d	13.1805	north
4415978a	13.1625	north
171f1e06	13.1941	north
2a55383f	13.1712	north
2f394f6c	13.1809	north
7ef4031d	13.1742	north
4261bcad	13.2019	north
6245ea3e	13.1975	north
21cb4fc0	13.207	north
4cc1819e	13.215	north
36395ab4	13.2129	north
51b02b2f	13.1834	north
526ddad8	13.2123	north
58222e04	13.2243	north
5060abcb	13.1979	north
74eab0b3	13.2254	north
1ae9d63c	13.223	north
68062039	13.2004	north
6ac31d64	13.2442	north
4a16dd51	13.22	north
481b48b8	13.2462	north
1aa5502d	13.252	north
704dcfa6	13.2437	north
4e303a7	13.2606	north
265a7712	13.2552	north
11448bc9	13.2658	north
42970ae4	13.2478	north
118877b5	13.2618	north
6c957aa1	13.2538	north
128d9578	13.2556	north
72af0a83	13.269	north
58eb2ee2	13.2728	north
11ce211a	13.2787	north
5fab67ec	13.2756	north
47a9b79c	13.2879	north
448f0c79	13.2612	north
425c0913	13.2883	north
7ff1778b	13.289	north
2afb5d4b	13.2799	north
3d28c7ba	13.2947	north
5cbe7df6	13.2627	north
131f8a5e	13.2926	north
53499209	13.2944	north
7d7245cf	13.3015	north
19347844	13.3091	north
25e24f8e	13.3081	north
5d3e6195	13.3102	north
12a94a91	13.3087	north
2b607bc0	13.3098	north
279a8e0d	13.3125	north
10834f83	13.303	north
1323d386	13.3276	north
1fe07434	13.3363	north
766ebc36	13.3362	north
4cc944df	13.3313	north
1933fdde	13.3578	north
7740b614	13.3604	north
77cf2f16	13.3472	north
6fab6753	13.3523	north
7be06af1	13.3643	north
2ee4fedb	13.3414	north
76997eb5	13.37	north
2e941a89	13.3797	north
17e7dc57	13.3891	north
7b40864	13.3871	north
42dd1796	13.3742	north
60128ed8	13.4015	north
612c0ae	13.4212	north
387a79f9	13.414	north
4142019b	13.4473	north
5d027aa8	13.4571	north
75d297b5	13.4747	north
393c488c	13.4554	north
316c388a	13.4701	north
4ba5ddbc	13.4832	north
632edebb	13.5176	north
b2f2a66	13.5757	north
249327e4	13.6512	north
69ccf905	13.6459	north
7954dddb	13.6958	north
767b1285	13.7892	north
61fc565a	13.8481	north
27271b74	13.8547	north
41bfd978	13.8369	north
6b45c36d	13.9027	north
4ea248b6	13.8836	north
11df9068	13.8832	north
473cb85d	13.9197	north
7c013332	13.9397	north
5e5b8ce1	13.9747	north
63b2a47d	13.9891	north
399c0c03	13.9942	north
6a6e9554	14.0012	north
2b952a40	13.9975	north
242d02a3	14.0151	north
4666d9f3	13.9888	north
7410afee	14.0279	north
11352562	14.0252	north
95e4de4	14.0314	north
54ed7c23	14.0321	north
5607d924	14.029	north
340c8dbf	14.0537	north
40c8be94	14.0873	north
4cd0a787	14.0785	north
37f63139	14.0896	north
1d7f79f3	14.0853	north
7688b2a9	14.0999	north
7790729c	14.0711	north
5587a2d	14.0981	north
1c182dce	14.1132	north
46eecdcf	14.1171	north
6084a8bd	14.1275	north
6f163817	14.0633	north
5b805149	14.0976	north
76a5758b	14.1383	north
532018ba	14.1416	north
18a980e4	14.1401	north
68580ccb	14.1522	north
37dcc78f	14.1578	north
41347c18	14.1548	north
1a92352c	14.1763	north
4d2091f6	14.1835	north
767fcfa9	14.1789	north
7312a78b	14.1695	north
71e6075c	14.2008	north
2fbb50a4	14.1955	north
5a2e012	14.1966	north
2d7a93a9	14.2052	north
155d12a4	14.2025	north
188e0911	14.1851	north
71d6990	14.2016	north
14b1efcf	14.1865	north
4fdfd203	14.2153	north
4aef9526	14.2074	north
1c0c59af	14.2145	north
5adeecca	14.217	north
2d8ffd9f	14.2445	north
49b6c030	14.2427	north
6f2bed76	14.2291	north
3988031	14.2501	north
1b6da280	14.2294	north
542deadc	14.2203	north
fa78942	14.2586	north
1a73b49e	14.2521	north
6bade49f	14.268	north
39f8c021	14.2724	north
5b883777	14.2771	north
5d941271	14.2822	north
6a2679b8	14.2838	north
5251b8c3	14.2862	north
64294932	14.276	north
ba3cf52	14.2622	north
4a31b3c9	14.285	north
54edaa3b	14.301	north
1090a1a6	14.3137	north
21e27a37	14.3165	north
2e9b40e4	14.3187	north
4abdb2a5	14.2922	north
5a391902	14.3174	north
3dac8e4c	14.3352	north
4fc4b302	14.3064	north
543fd30b	14.3601	north
54e32b85	14.3599	north
4844fff6	14.3444	north
3ddd5e87	14.3718	north
299dd58c	14.3723	north
44615828	14.3402	north
43a39d2f	14.3706	north
4c460c11	14.3801	north
6932d079	14.4201	north
311b5f81	14.4223	north
42df0b24	14.5376	north
11e7ea28	14.5701	north
7fc1461c	14.7459	north
4bfeb547	14.8468	north
326d90d0	14.9447	north
8db4ff2	14.9748	north
90e67e1	14.9845	north
58092f08	15.0187	north
71ac629c	15.0466	north
7c465d65	15.0677	north
67b3890e	15.1066	north
562afd43	15.1095	north
565844e8	15.1229	north
32527cda	15.1444	north
3a953ec1	15.1241	north
52d9e521	15.1575	north
7854298d	15.1642	north
2923b3da	15.1906	north
5dddde5	15.2006	north
34c3a6b0	15.1665	north
3517a514	15.2004	north
387887fa	15.225	north
2fd02b0b	15.2476	north
39021e00	15.2428	north
7b0114f4	15.2675	north
2f64720f	15.2816	north
4d695b3	15.3356	north
17ba53c7	15.3964	north
59743e58	15.4575	north
2a72b5f6	15.5009	north
31ebea57	15.7641	north
e337dfa	15.7804	north
254cd5b2	15.9099	north
325d86b6	15.9193	north
4b47ddff	15.9382	north
9b81663	15.931	north
7b31d818	15.8919	north
460c9768	15.9643	north
7f124664	15.9573	north
336a47f9	15.9706	north
3722f51f	16.0088	north
2c934056	16.0208	north
3101fe9d	16.0236	north
53dca799	16.0201	north
7f4fbe78	15.9952	north
23583a33	16.0262	north
3b5dd179	16.029	north
78f2c687	16.0049	north
15433aa6	16.0407	north
69ab8ba9	16.0399	north
6d803c91	16.0785	north
673b81e6	16.072	north
4423615b	16.0603	north
40ce2d7d	16.0725	north
514e685a	16.0841	north
31681f0	16.0723	north
72db9a7f	16.0811	north
76aed3fa	16.1007	north
3dd3e18e	16.1004	north
3eaae935	16.0928	north
2a7dea8b	16.077	north
1bcb8575	16.0729	north
498191c7	16.1134	north
25fa9061	16.1258	north
7c017801	16.1273	north
4d07d604	16.1291	north
57e1eae4	16.1338	north
128f548b	16.123	north
66cb2c61	16.1281	north
2232675e	16.1156	north
6568c059	16.1325	north
474b4dd3	16.1352	north
57f8b0e3	16.1512	north
4441c77a	16.1507	north
1bef6f43	16.1553	north
5105cea0	16.1523	north
65e2269e	16.139	north
17b756e1	16.1651	north
657a7d8f	16.1638	north
3fef9a00	16.1465	north
7236fe4c	16.1671	north
3f3374b8	16.1724	north
e58c312	16.1675	north
33f99bd2	16.1725	north
6d0ba90c	16.1849	north
64a802d6	16.1682	north
f6a4465	16.1907	north
76406215	16.2009	north
10bf99ce	16.2006	north
56226ab3	16.2025	north
2d028338	16.1934	north
6bb999dc	16.1872	north
37fdfae1	16.1872	north
1f02526b	16.1953	north
39a65760	16.2028	north
7cf9e7fb	16.1768	north
1a46091e	16.2173	north
4b184b78	16.2087	north
691261e9	16.1923	north
2515de0b	16.2083	north
18f6fff2	16.2148	north
14865bc9	16.2162	north
35c47744	16.2308	north
37f9e5db	16.2324	north
24b22c3f	16.2015	north
41bb87e3	16.2104	north
59613808	16.2252	north
369c3972	16.2198	north
4b846d49	16.2363	north
4d421628	16.2445	north
48d9b3c6	16.2438	north
22a7119d	16.1952	north
67cd57dd	16.2375	north
747ea0e4	16.2291	north
29830081	16.2532	north
346fad44	16.2376	north
7320b040	16.2535	north
47d78c00	16.2608	north
21d86812	16.2254	north
5b0a60e3	16.2459	north
482b21cb	16.2617	north
3c3ce170	16.2641	north
5eba322	16.2632	north
43dd7acd	16.2615	north
1cfd493d	16.268	north
6bb1dee0	16.2666	north
11f69af7	16.2544	north
2777c4a0	16.2777	north
101823fc	16.276	north
332db411	16.2757	north
2d6f1104	16.2844	north
6f74a0a0	16.2746	north
b634e19	16.2815	north
6eeea2ec	16.2881	north
177488a1	16.2888	north
4810e83d	16.3125	north
129321c7	16.3084	north
38fe9be2	16.2895	north
2ab13a23	16.3057	north
424caa7b	16.2536	north
3c8a50f1	16.3256	north
1a8a7d35	16.3051	north
41318934	16.3077	north
7b800460	16.3319	north
67394550	16.3041	north
3715959b	16.3359	north
5ef523cc	16.3469	north
37569ed5	16.3324	north
7995c17c	16.3443	north
30dec991	16.3424	north
1d9c2a83	16.3421	north
37b64c43	16.3581	north
1d6876be	16.3853	north
165108cd	16.3137	north
2a2afbcf	16.3821	north
3809e609	16.3615	north
4d86f84d	16.3939	north
7c7098d9	16.4139	north
10a2e215	16.4191	north
3c9d10d	16.4415	north
347919fa	16.4264	north
5659ad43	16.4311	north
383a3fd8	16.4519	north
39efc601	16.4758	north
27aa7e58	16.5218	north
7e4cbfd3	16.5899	north
6de5faf5	16.6221	north
81e0581	16.8812	north
77cdf9c6	16.9123	north
7332702	17.0168	north
2439c45a	17.0512	north
2dbc4a3c	17.0094	north
3ad86784	17.089	north
644f013a	17.1285	north
1fb8cfba	17.1638	north
513426eb	18.0706	north
40236047	18.1069	north
1618ea68	18.1144	north
5049a577	18.2223	north
c581d5a	18.2334	north
158a68b2	18.3146	north
6467424b	18.453	north
32607643	18.6618	north
4503c4a1	18.6846	north
adab4b8	18.7282	north
6720ccfe	18.8128	north
27429a98	18.8117	north
4ca59ee8	18.8365	north
10c25284	18.8323	north
23a9b05a	18.8436	north
3fae141e	18.8566	north
39848091	18.8313	north
7f9f2c54	18.8675	north
afc858	18.8789	north
3f406fc7	18.8781	north
5c8b575f	18.8688	north
24760988	18.8789	north
5fff7dd6	18.868	north
4c0a9375	18.8888	north
5af76a20	18.8694	north
21a73284	18.898	north
60b99eab	18.9163	north
21516682	18.9159	north
273ff124	18.923	north
2cb013ef	18.9357	north
52fa7e56	18.9278	north
23a975fa	18.9425	north
72a07f38	18.9214	north
f3cab62	18.9087	north
6afef950	18.9481	north
14a5c510	18.9585	north
4d5507c4	18.9252	north
52692847	18.9573	north
7a09a8e	18.9473	north
38e82eb6	18.965	north
5906c562	18.9738	north
2b5d9d49	18.9767	north
4261b9	18.971	north
70ecf5ed	18.9402	north
2128646d	18.9569	north
456a782b	18.9807	north
25f1e950	18.9779	north
7bec617e	18.9764	north
5dd0c139	18.9748	north
47ecb935	18.9739	north
565a6f95	18.9937	north
2066a3b0	18.9912	north
278b7b74	18.985	north
2cb3da64	18.9789	north
6d7b378c	19.0013	north
7c0555d8	18.9931	north
52dc0a01	18.9866	north
dd9e6ef	19.0113	north
227290b5	19.0053	north
5ae92af3	19.0141	north
14be3dd1	19.0196	north
53bbc473	18.9988	north
3399ca5a	19.0185	north
2382eeca	18.9998	north
3b1353cd	19.0235	north
35a6332a	19.0022	north
6ceef314	19.0258	north
1cb4c7c	19.0256	north
4e48222c	19.0215	north
32f66b19	19.0333	north
5821c4c	19.0195	north
3b10e6b0	19.0359	north
5ce5fc94	18.9948	north
3051671a	18.9992	north
5170042f	19.0418	north
294a7cfd	19.0331	north
3830344b	19.0216	north
959c8c6	19.0387	north
221af88a	19.0293	north
1b7c5b54	19.0344	north
57798866	19.0497	north
288ec941	19.0494	north
3e69bf99	19.0508	north
37dbcfd1	19.0531	north
21b1d9e8	19.0437	north
dd1f394	19.0511	north
6ceb576b	19.0342	north
79e8377f	19.0386	north
7d55f3a	19.0559	north
625156d6	19.0462	north
318de7bf	19.0566	north
6da72144	19.0565	north
769f2f2b	19.0642	north
3eb776d0	19.0528	north
1aa3372f	19.0656	north
78bfc0f	19.0733	north
27631dd	19.0726	north
753d53c7	19.0762	north
2a27b31	19.0777	north
43e831eb	19.0784	north
351b7684	19.0771	north
473b5678	19.0684	north
3f61de7	19.0837	north
125f92b2	19.0837	north
7c6b325b	19.0704	north
31bf9b96	19.0789	north
2ac89414	19.0878	north
5c1c92ad	19.0681	north
13992b92	19.0744	north
5e61e50f	19.0827	north
16abf729	19.0879	north
2f0664d	19.0775	north
7c0ecfff	19.0821	north
62c0e396	19.0846	north
48de2f53	19.0832	north
2e7b1f7d	19.0863	north
4ba140ca	19.0938	north
76d3465b	19.0742	north
8859b6b	19.0781	north
e2ab5c7	19.0876	north
6c30e801	19.0656	north
1d5df1bd	19.0768	north
eed369d	19.0948	north
7008c0f7	19.0662	north
3a5dde06	19.0956	north
196d349d	19.0956	north
2257461c	19.0908	north
457a471a	19.0819	north
4db95aea	19.099	north
35782fbd	19.1025	north
3f918877	19.1014	north
404a78fd	19.1028	north
60c47a2d	19.1053	north
4e9ec00c	19.0986	north
3770d705	19.093	north
6c9e9f76	19.1058	north
2c937a6e	19.1013	north
6a425ded	19.1106	north
3af98703	19.1071	north
688b9301	19.098	north
7bb5b0c1	19.1055	north
229a09d4	19.107	north
3c5eaded	19.1087	north
46021987	19.107	north
4f837b45	19.0896	north
12600fac	19.1195	north
3560927a	19.1205	north
90040a0	19.1304	north
7ad1eb6f	19.1163	north
adba5f2	19.1284	north
27c9df67	19.1303	north
532c7337	19.1289	north
38f6e453	19.1154	north
79cf408a	19.1281	north
464b1f1e	19.1207	north
6a3f462c	19.1308	north
3b43a899	19.1398	north
575a20d9	19.1354	north
125df0d0	19.1282	north
4d9386a4	19.1361	north
3648376a	19.1364	north
5fa8c123	19.1249	north
88a3612	19.1381	north
4df78f7c	19.1413	north
3bc3025f	19.139	north
498d67d5	19.1246	north
75a9c2b5	19.1412	north
190681e7	19.1337	north
19844c9b	19.1496	north
1e81157c	19.1494	north
447f67e3	19.1574	north
3467e1ce	19.1476	north
32974c13	19.1327	north
1b701aba	19.1575	north
132f8ec7	19.1416	north
2168e0cb	19.1559	north
3f757c89	19.1482	north
bde58c4	19.1442	north
8c3bd4b	19.1665	north
2d5d1f85	19.1559	north
506d461d	19.153	north
24e454	19.1744	north
5a027b02	19.1732	north
1da633f6	19.179	north
50958e48	19.1793	north
17d39c44	19.1729	north
21e44ed3	19.1775	north
43a4c071	19.1873	north
1afcbe2a	19.156	north
a05eb7d	19.1796	north
22527e92	19.194	north
b3debca	19.1851	north
53c7b233	19.1754	north
79261185	19.1929	north
5ea68c94	19.185	north
1e3816ee	19.2035	north
1e1198d3	19.1859	north
2bdcb85e	19.1859	north
777576fb	19.1975	north
33c33552	19.2039	north
78256556	19.1834	north
587db4e4	19.2234	north
5797cf34	19.2224	north
1733c94c	19.2189	north
6391c5cc	19.2004	north
1cac3721	19.2111	north
555051eb	19.2101	north
59a59ff3	19.2039	north
57000f12	19.2404	north
3a24d50d	19.209	north
121b929c	19.2344	north
60f33095	19.2093	north
43c2d4c5	19.2066	north
59002115	19.2532	north
257fee66	19.2721	north
127cf80f	19.2847	north
72594419	19.2713	north
501eb282	19.2695	north
857dae7	19.2956	north
23459e7a	19.273	north
2091d9d2	19.3238	north
52e6d9e9	19.35	north
4dc6e3d5	19.3532	north
150837f4	20.7663	north
25a77e13	20.812	north
485f776e	20.9176	north
69af73	20.9446	north
15a43741	20.9912	north
7fe11ac5	20.9892	north
76fd5982	20.9744	north
26c13e7e	21.0391	north
3c72cb9d	21.0366	north
3095e4af	21.0611	north
255f7e33	21.0663	north
594e32c9	21.0712	north
1c019533	21.0967	north
6d51da2e	21.0894	north
403a085e	21.0905	north
6a7c3e1e	21.1107	north
c767e4d	21.0991	north
5c362d4f	21.1056	north
7512a028	21.103	north
7d099f03	21.0611	north
37659844	21.1544	north
22af24bc	21.1378	north
216cd77b	21.1461	north
759f336e	21.1695	north
5a292d9f	21.1479	north
3eb3c02d	21.1757	north
44600d05	21.1879	north
7b27dcf6	21.1962	north
133f9ab3	21.1814	north
9ca3621	21.1794	north
59345d48	21.1966	north
f151dd2	21.2018	north
3839935f	21.2118	north
5283eddc	21.2074	north
571fe2a6	21.2026	north
29f6d41	21.2044	north
3e02d10b	21.186	north
53152c7c	21.2054	north
37653b4	21.2232	north
45ae0f5e	21.227	north
34813b00	21.2377	north
672ae1f1	21.2139	north
71aaf772	21.2335	north
3f70845f	21.249	north
2dfbd8ff	21.2544	north
40d474b	21.243	north
31403fc2	21.2561	north
43e24cdb	21.256	north
751c2500	21.2573	north
40637d1a	21.2518	north
33ed7d52	21.2435	north
5044573	21.2555	north
2fbe2860	21.2597	north
6e75cd4	21.2609	north
4fe59de2	21.271	north
47a961b2	21.2699	north
2db46dac	21.2724	north
2f53f8ba	21.2785	north
70afa84e	21.2751	north
22053991	21.2745	north
50c1618c	21.2641	north
174a1d92	21.2855	north
4b9753af	21.2859	north
66f38d7d	21.2942	north
52b70ba9	21.3047	north
1781c615	21.3111	north
3ff6118e	21.311	north
2c239af1	21.3127	north
4ca637f6	21.3069	north
619d184c	21.3053	north
1bcb754	21.3105	north
217c24a3	21.3184	north
12172225	21.3257	north
6ed33ad4	21.3366	north
41be3775	21.2943	north
7918a6c4	21.3222	north
14ae63f0	21.3053	north
2672fa67	21.3362	north
b19cc3f	21.355	north
6f960cdb	21.3432	north
72f22bb4	21.3367	north
7074f0c4	21.3671	north
7d8bdebd	21.3817	north
652ed147	21.3898	north
463e1c3b	21.3739	north
73c4841f	21.3848	north
36674da7	21.3923	north
5334a540	21.4017	north
37f308f5	21.4018	north
1ff295d5	21.4074	north
5c6a96f0	21.4018	north
4ce93428	21.4368	north
35213bc0	21.4398	north
2a712752	21.4557	north
707334f5	21.4795	north
257db229	21.4879	north
482c82fd	21.498	north
46bd5297	21.5041	north
5559f28e	21.5109	north
94ca0eb	21.5918	north
475bfdbc	21.5938	north
7ae79d99	21.6586	north
46a9db87	21.7242	north
3c8561e8	21.7236	north
5a72cea7	21.7314	north
2cb34b22	21.7679	north
65798816	21.7869	north
519c06b6	21.8712	north
60de25c	21.9049	north
413cab81	21.9228	north
f937063	21.9311	north
5c2b4df5	21.9387	north
456dd82a	21.8962	north
6d46804a	21.9724	north
26d520dc	21.9726	north
2d385e92	21.976	north
5a35726	21.9722	north
2ab79e1c	21.9906	north
3abeca33	21.9504	north
60b7fe12	21.9974	north
53f8d44e	22.0259	north
620e4cc4	22.0221	north
2b72f5cb	22.0229	north
16b71930	22.0434	north
3a495d77	22.0354	north
15d1207e	22.0485	north
7d031450	22.022	north
656e3949	22.0449	north
1b1f7c1	22.0541	north
31754b57	22.0589	north
2bd9ca7f	22.0444	north
576c5325	22.0601	north
5c8ed20c	22.0614	north
289397b3	22.0573	north
6ffb946e	22.0721	north
156acd65	22.07	north
5acf2180	22.0725	north
598ead90	22.0747	north
2ef3ddd9	22.0648	north
3fa80b85	22.0906	north
4b71b0db	22.0897	north
3b4129f2	22.0846	north
38aad9a0	22.0767	north
6e396363	22.0709	north
13e02b6f	22.0924	north
1ea6166c	22.0945	north
645fe2a4	22.1031	north
3e46e61	22.0744	north
3d4f0a2a	22.1059	north
7c192693	22.0984	north
61957b6d	22.1039	north
44fc5c7f	22.0583	north
3fa9d96a	22.0944	north
34ea2e8b	22.129	north
505dc070	22.1101	north
607a055c	22.1312	north
56a391a8	22.1165	north
77d12454	22.1359	north
28030d3	22.1079	north
dc0ea48	22.0748	north
1fe62c8e	22.1372	north
c696229	22.1416	north
4b545c07	22.1372	north
3b947069	22.1441	north
2b34f6ed	22.1216	north
1bd72f9d	22.1282	north
e44c5a4	22.1561	north
5a4fc7c	22.1624	north
