strain	date	country
497ba680	22.1703	north
268e6b84	22.1768	north
7bcf6e6f	22.1675	north
425601a4	22.1782	north
17ea31c1	22.1769	north
51f51c95	22.1725	north
6ac0fff0	22.1875	north
5763819	22.1928	north
66098665	22.194	north
fa0bc6c	22.189	north
3e5c69e6	22.1884	north
db549d8	22.1722	north
127c2a34	22.1566	north
4083599	22.1979	north
6815dd1b	22.2065	north
38084049	22.192	north
c9e3222	22.2108	north
7f800d7b	22.2084	north
18ad0625	22.2201	north
ad590a4	22.212	north
14783555	22.1892	north
24a67b35	22.2317	north
36d76869	22.234	north
6af3ddc2	22.2318	north
5f7eb172	22.2372	north
3509bbe0	22.2112	north
5a88e13b	22.2331	north
7b8f6492	22.244	north
27381f5d	22.2465	north
670afb3e	22.2281	north
655be58e	22.2385	north
3495d3af	22.2588	north
7c43c74	22.2319	north
4e0955d9	22.2779	north
6979383e	22.284	north
72690797	22.2826	north
58860191	22.2866	north
7caf0c67	22.3	north
3ee4d085	22.295	north
7f0ac245	22.3129	north
77d247ee	22.2983	north
2ae2f6d	22.2487	north
9de4665	22.3589	north
36040f3b	22.3738	north
8e18397	22.3941	north
bfb30b5	22.4031	north
42525f66	22.3963	north
6ce24498	22.3965	north
1a7f540a	22.4015	north
53f53a2e	22.4222	north
68a773c5	22.4583	north
2a4771d4	22.477	north
6f57ab9d	22.7367	north
77f43a07	22.9598	north
7433872b	22.9887	north
463cd2b	23.0062	north
447c97c9	23.0014	north
62d34cbd	23.0127	north
6ad28544	23.0187	north
1f61f6a9	23.0395	north
108f762	23.0163	north
4647c8ea	23.0807	north
44040723	23.0945	north
1ae02c1e	23.127	north
11ed6b89	23.0856	north
387007a5	23.1361	north
4836c29e	23.1204	north
30dcc982	23.1175	north
7c8cb14f	23.1273	north
6af5c182	23.1549	north
26e31548	23.161	north
3a3fe4ca	23.1607	north
4663736a	23.1719	north
574dfb2d	23.1758	north
23a819b	23.1791	north
5e82372	23.1759	north
7fa29066	23.1787	north
7b32ff24	23.1705	north
72bbfc3a	23.1856	north
2c094625	23.2014	north
3ef152c3	23.201	north
5157c63e	23.1945	north
2d767b0c	23.2045	north
5f494995	23.1862	north
1b6c1501	23.2017	north
646e79f9	23.2023	north
7fa06c48	23.2188	north
13a1502e	23.206	north
494746a4	23.1988	north
642e7191	23.2227	north
50fd0738	23.2184	north
4aaa5199	23.2203	north
42a68d5f	23.2064	north
348c117d	23.233	north
d25bab7	23.2251	north
9d52d96	23.236	north
7e870aa9	23.207	north
6fbbae48	23.2464	north
125ab9b5	23.218	north
6ff5c39d	23.2419	north
73f5f9ca	23.2462	north
7b78039e	23.2434	north
49eb28bc	23.2547	north
78b5a4f4	23.2538	north
3828749b	23.2327	north
7bce7539	23.2584	north
65b5b430	23.2687	north
2655c907	23.2741	north
5adb1dd8	23.2665	north
c4e6996	23.2702	north
20562e21	23.279	north
6e263e6c	23.2363	north
70917e13	23.2827	north
7fb7b7c4	23.2464	north
61c1c426	23.2881	north
176293ac	23.2893	north
a7c4b0c	23.3085	north
1518110b	23.3014	north
6aa01ea1	23.3128	north
2ca2e87d	23.3116	north
3dd23af5	23.2901	north
35ccd243	23.3216	north
14e070b1	23.2957	north
273c06a4	23.3382	north
4728369	23.3362	north
5a63de3c	23.3055	north
3ad4794	23.3238	north
309df376	23.3495	north
10c09b96	23.3496	north
239c490e	23.3555	north
120a06ef	23.3595	north
148eb63b	23.3599	north
76603484	23.3736	north
319197d	23.3791	north
f2f4376	23.3886	north
5d4d5298	23.4271	north
519915c9	23.4303	north
71938769	23.4203	north
4e8cc007	23.4855	north
dc4d5cf	23.4345	north
428cb923	23.4852	north
2ed856bb	23.6349	north
61a88fcb	23.6525	north
5f60f671	23.6821	north
603488fd	23.8047	north
663b0222	23.8756	north
4936be7f	24.0318	north
1196d40e	24.0252	north
3656d7c8	24.0327	north
464b7768	24.0401	north
606af32d	24.0516	north
776fd1b1	24.0537	north
4a47dc2f	24.0669	north
7c133c47	24.1013	north
4d17d8b9	24.1312	north
60624ce2	24.1049	north
60da2ab8	24.1782	north
3cb1ba58	24.1821	north
4a8fb9b3	24.1941	north
1abd7ac5	24.2009	north
2baf92de	24.2287	north
618deabb	24.2892	north
5ebc465d	24.2913	north
6f6d6628	24.2911	north
cfb7370	24.3288	north
73dfbde6	24.363	north
248f5d81	24.4775	north
a48e99f	24.5428	north
173513ad	24.6108	north
1258d9d	24.847	north
7e991dc	24.8662	north
65704aba	24.9016	north
667251fe	24.9175	north
4a4f3b7b	24.9172	north
2983a9bb	24.9305	north
7f6bf5c2	24.9371	north
220e6dfb	24.9473	north
718f7059	24.9635	north
3c177527	24.9553	north
1912132e	24.9585	north
4a29e0d0	24.9715	north
42203939	25.0344	north
3f42ca3d	25.0384	north
6482252c	24.9962	north
38247a06	25.0459	north
7f701ecf	25.0672	north
1bd0a341	25.059	north
137df46c	25.0405	north
5450fffa	25.0387	north
6874f97e	25.0391	north
444564d	25.0729	north
2c2c68	25.0864	north
4c411da8	25.0881	north
789f0222	25.0999	north
7caedb28	25.0961	north
74ab5ab3	25.0998	north
6f78f7d3	25.0902	north
3ec7df96	25.109	north
271543a3	25.0999	north
32cda4b1	25.1141	north
7aab87c	25.1061	north
23b934b0	25.1252	north
7fae8839	25.1225	north
747a7751	25.1276	north
44e83da6	25.1064	north
1ef5cc06	25.1175	north
1c089f10	25.1258	north
66935dd	25.1255	north
9aa73aa	25.1272	north
27e40183	25.143	north
4f806c0b	25.1428	north
23077196	25.1416	north
6738faf7	25.1446	north
7c351dfe	25.1516	north
54993655	25.1477	north
1ecf2388	25.1485	north
3617612	25.144	north
3184a220	25.1516	north
470f7c23	25.1574	north
7f2452e6	25.1526	north
4737b845	25.1661	north
25e814a9	25.1434	north
d47d2c8	25.1637	north
251ccd22	25.1608	north
92c109e	25.1699	north
1be31d05	25.1805	north
8f547f7	25.1826	north
7681f8fb	25.1842	north
7120868a	25.1421	north
5737e8e	25.1834	north
75a72106	25.1719	north
7d600736	25.1889	north
96db698	25.1718	north
57fe4f60	25.1876	north
35f7caa	25.1834	north
76848af8	25.1976	north
46225f49	25.1928	north
75917fc	25.1976	north
2189c6f1	25.1842	north
2a36ae0	25.2062	north
78cbd6c2	25.211	north
3f747fc1	25.2115	north
1bca7711	25.1981	north
25fcc7f8	25.2117	north
3f33b2f7	25.2119	north
526965f6	25.2166	north
4ac449b3	25.2261	north
3dd4471d	25.2283	north
73e93e81	25.2236	north
19a76cb6	25.205	north
2383544e	25.197	north
58361090	25.2385	north
3758e0ed	25.2059	north
5142ac1f	25.2425	north
cead1e6	25.202	north
3ba55990	25.2407	north
403c254d	25.2246	north
7b26d453	25.2459	north
12818d61	25.2499	north
1ba2d5d0	25.2162	north
a1574cd	25.2577	north
74a75b23	25.2437	north
b6ba77e	25.2645	north
9a35cd7	25.2695	north
7a9bc873	25.2822	north
1c6c14fb	25.2486	north
4d24d719	25.2239	north
53526ae	25.2924	north
507fc275	25.2827	north
53d3f7ac	25.2506	north
91e82ec	25.2989	north
5d66d63c	25.2983	north
5310ad33	25.2653	north
683d430a	25.2978	north
68f75814	25.2894	north
16cfeb4a	25.3168	north
128e84c5	25.3159	north
1a7ebe6a	25.3101	north
73546300	25.3113	north
719ee75d	25.3264	north
627076d8	25.3286	north
6af40490	25.3654	north
67d88b1c	25.3584	north
4b30d565	25.3519	north
6fdb2632	25.3775	north
1bdc363c	25.3846	north
62e2b60	25.3976	north
50e29b6b	25.4052	north
6df9a82a	25.8535	north
2e06d34b	25.9141	north
144f49	25.9842	north
2ff7ade7	26.0646	north
70815abf	26.0722	north
1bdbbb44	26.119	north
1d6eb955	26.4496	north
22ef789	26.6094	north
48b5547b	26.783	north
2e2037e7	26.786	north
46067003	26.9128	north
7a680178	26.9487	north
6d8b7e50	26.9595	north
68035dfc	26.9635	north
1ab3f1a4	26.9781	north
60e81e57	27.0051	north
3c30228	26.9934	north
434216bc	27.0093	north
1183eb77	27.0158	north
4e0ec454	27.0194	north
286c61fb	27.0262	north
de53978	27.0249	north
2518439	27.0544	north
18d9e266	27.0493	north
29de1ccb	27.0536	north
19251c0a	27.0568	north
ce7b188	27.0489	north
480338c1	27.0624	north
3f22bedd	27.0552	north
4a4ddd5e	27.0614	north
16603b74	27.0648	north
6eacdec5	27.0742	north
2f13bc54	27.0551	north
344cd2c4	27.0708	north
4d141774	27.0771	north
3deb3b6d	27.0504	north
6ec0a591	27.0976	north
1a041fd6	27.0999	north
35f5d953	27.0952	north
7fddf6da	27.1064	north
7dffd53	27.1039	north
73a634b0	27.1042	north
1269eb2e	27.0922	north
35c0f130	27.1043	north
22d9bc0c	27.1081	north
6376a91f	27.0981	north
21c716d4	27.0836	north
118288dc	27.0802	north
d7edd0c	27.0982	north
5f56651e	27.1194	north
36d2d0e8	27.1127	north
1fe06602	27.1222	north
3873544a	27.1193	north
3e862066	27.1207	north
7c27546	27.1026	north
29a0863a	27.1182	north
5cdb9fca	27.1235	north
778e3068	27.0862	north
bec879	27.1178	north
61d8a4a	27.129	north
25906bda	27.1354	north
2b223108	27.1228	north
1ca09754	27.1312	north
4e1ac64d	27.1329	north
6db16b7	27.1392	north
27c20143	27.1409	north
22ab1036	27.1407	north
6b1476ef	27.1363	north
41802710	27.1417	north
41a1a140	27.1464	north
37da559f	27.1447	north
1d44b88	27.1211	north
184ab6e1	27.1401	north
49b96d95	27.1312	north
1a686a3c	27.1533	north
4890b8a8	27.0588	north
76956c2a	27.1328	north
7185e022	27.0721	north
394d982	27.1235	north
25a5832a	27.1428	north
55740c17	27.1493	north
23946096	27.152	north
38238af	27.1504	north
58e20d76	27.1637	north
4337f909	27.1619	north
b82d447	27.1593	north
1b8e4716	27.164	north
711b9734	27.1692	north
7f699027	27.1768	north
632ab5b4	27.1556	north
4f8f8aa4	27.1655	north
a806122	27.1773	north
62f30bc1	27.1212	north
7c0ba86a	27.164	north
35bb6a80	27.1568	north
7c7fc080	27.1665	north
421ae9f2	27.1749	north
219d6c08	27.1839	north
5b0eee24	27.1852	north
c7d4247	27.1816	north
797af9a2	27.1475	north
4a307fda	27.1743	north
2f84f71c	27.1779	north
1dbce781	27.1738	north
6ae3cd1c	27.183	north
3c25a1f	27.1852	north
30385575	27.1719	north
624d090d	27.1745	north
404e9588	27.1829	north
2e452d55	27.1876	north
60696df3	27.1573	north
6a488545	27.19	north
651c8cc9	27.1826	north
59591ff5	27.14	north
36a2cc10	27.1993	north
2b8e2ab7	27.1953	north
78da9cfb	27.1639	north
15e6ab4a	27.2122	north
3385c5b6	27.2143	north
48807142	27.2153	north
7d4fbf7e	27.2208	north
3f784173	27.1966	north
3b6646b5	27.1925	north
5a1175dc	27.1898	north
680bfdd2	27.2169	north
381c093c	27.227	north
7cb8281f	27.2326	north
32d143dd	27.2428	north
6da03404	27.217	north
3647bd23	27.2259	north
725e494d	27.2433	north
419b5959	27.2401	north
3c803431	27.2343	north
7ff1e4cc	27.2185	north
6fa48c00	27.2525	north
50281d27	27.2068	north
16e0c768	27.2552	north
1692c311	27.2394	north
f47d944	27.1655	north
1ca86b94	27.235	north
2fb24149	27.2506	north
489a95a7	27.2453	north
edd8bc7	27.2167	north
71f2eb7f	27.2655	north
4e8b29cb	27.2376	north
559f260f	27.2666	north
1458b6eb	27.222	north
31d72ab1	27.2689	north
66a3af49	27.2642	north
1776edbf	27.2484	north
3153453d	27.2708	north
74bb4ec8	27.2663	north
402c60a3	27.2593	north
2ab90e04	27.2783	north
1aaa67f2	27.2407	north
35f9e19f	27.268	north
10800978	27.2742	north
522abb31	27.2748	north
2f473460	27.2935	north
546e3615	27.2966	north
5939ccc5	27.2741	north
1398d9e2	27.2742	north
831df9a	27.286	north
7696aadb	27.295	north
1efeafa3	27.2923	north
64cd8a10	27.2715	north
69ce920f	27.2975	north
35cbbd6b	27.2999	north
1aaf697e	27.2951	north
1e4e7999	27.3571	north
72a349ae	27.3615	north
48e0e416	27.3789	north
5f22e223	27.4028	north
1fcafe82	27.4123	north
64007ce	27.4285	north
121d12f2	28.1816	north
31778f4d	28.9129	north
20baa5a2	28.9598	north
45edd58e	28.983	north
1799ccc0	29.1318	north
2149f15c	29.1673	north
6a8cdbcd	29.1941	north
67c4c034	29.1853	north
77d180ca	29.2396	north
4f5f9d52	29.2562	north
1274b996	29.2355	north
49e6208a	29.2932	north
4e1ad025	29.2489	north
5d41a236	29.3533	north
a2868ad	29.3372	north
37b6176a	29.3588	north
612b979c	29.3448	north
22c6174b	29.4794	north
2f20c19	29.5367	north
29873a8b	29.6729	north
1ccf99be	29.8227	north
7c0d3c94	29.8255	north
212a4aa1	29.8474	north
118a4bad	29.8846	north
55c2c67f	29.8899	north
26c29adb	29.8945	north
4de09643	29.9157	north
5ff0b805	29.9139	north
3a98e0ff	29.9454	north
20fac6fa	29.9613	north
ba28fe5	29.9643	north
19e1ebbc	29.9726	north
7d9cae22	29.9593	north
604312e8	29.9772	north
38194956	29.9875	north
74f8c343	29.9875	north
7c2ba0bb	29.9978	north
39c60433	0.0597	tropics
95e142	0.1098	tropics
620d82a9	0.1252	tropics
16130368	0.1113	tropics
16c4ba86	0.1335	tropics
250673e9	0.1364	tropics
7952f6c1	0.1567	tropics
47e8aec3	0.1542	tropics
f47aa59	0.1938	tropics
650f4aac	0.2155	tropics
10f787b2	0.2265	tropics
2afa970	0.2461	tropics
756a7fd9	0.2421	tropics
6d7bcf42	0.3011	tropics
5b689271	0.3529	tropics
3c15d341	0.3273	tropics
1562a09	0.3798	tropics
1f26c91	0.3841	tropics
36aad73b	0.3992	tropics
4d453353	0.4061	tropics
129c0915	0.4088	tropics
2142f50e	0.3964	tropics
30dabdfb	0.4245	tropics
1105674a	0.4679	tropics
28fda369	0.4641	tropics
530d08c0	0.4967	tropics
32df2862	0.4972	tropics
15ed0ed9	0.5074	tropics
3a30827e	0.5026	tropics
785a1942	0.4769	tropics
574389c	0.4956	tropics
16b65558	0.5162	tropics
254c8a26	0.5375	tropics
729cae07	0.5411	tropics
b342557	0.5414	tropics
55909dfc	0.5206	tropics
32a09193	0.5223	tropics
56bd5e93	0.5542	tropics
10aea24	0.5522	tropics
7e04bee7	0.5682	tropics
60705e02	0.5805	tropics
49727fad	0.5809	tropics
2b4774a6	0.588	tropics
12f12260	0.5743	tropics
4c32a500	0.5923	tropics
5f633571	0.6015	tropics
740a045	0.5998	tropics
43658695	0.5828	tropics
3cccf984	0.6352	tropics
29a446e0	0.6229	tropics
29738334	0.63	tropics
160007a5	0.6475	tropics
3f081a7	0.6813	tropics
44e31ead	0.6727	tropics
c220e9e	0.693	tropics
645f28db	0.6945	tropics
453c1edf	0.6948	tropics
17c2b512	0.7065	tropics
6e9f35c2	0.7218	tropics
3ac3cba8	0.7036	tropics
25780072	0.739	tropics
7973b951	0.7281	tropics
164307a2	0.7413	tropics
1eee982	0.7536	tropics
58f0d9b7	0.7399	tropics
6a5ca4f1	0.7392	tropics
3a382562	0.752	tropics
3ef27ad0	0.7527	tropics
4e135d61	0.7325	tropics
7d50ef2c	0.7681	tropics
110fa21a	0.768	tropics
51eb20ab	0.7538	tropics
537ec4a8	0.7405	tropics
34274fc9	0.7686	tropics
278989cd	0.77	tropics
3fb248ef	0.776	tropics
455afb49	0.7605	tropics
7ce5b660	0.7771	tropics
59bbe890	0.7885	tropics
298ccf50	0.7804	tropics
332b3e6f	0.7839	tropics
5f031da3	0.7807	tropics
98d58a1	0.7651	tropics
69c1e55b	0.7706	tropics
221964db	0.7955	tropics
4a627232	0.7957	tropics
3852520c	0.802	tropics
51dfbc02	0.7958	tropics
30dbbde8	0.8125	tropics
7ed74c07	0.8159	tropics
246f2187	0.7807	tropics
3541ef9a	0.8109	tropics
11777cbb	0.8224	tropics
7c62c8ac	0.8181	tropics
79857dae	0.8265	tropics
19dd3b79	0.8265	tropics
158952f3	0.824	tropics
7eaed366	0.8294	tropics
6b6ac2cd	0.8368	tropics
7d14c4ca	0.8352	tropics
64a579cf	0.8364	tropics
1df30fdb	0.8436	tropics
1c20c843	0.8426	tropics
5c7d8839	0.8475	tropics
55d13567	0.8499	tropics
1c82eb9c	0.859	tropics
5e50f945	0.851	tropics
3ec0bbbc	0.8501	tropics
6a9fe329	0.8385	tropics
19a06317	0.8514	tropics
21d0332b	0.8665	tropics
39ac2a80	0.8618	tropics
d37618f	0.8701	tropics
17db21be	0.8809	tropics
40fecc22	0.8238	tropics
3f3bab08	0.8741	tropics
6c973e8a	0.8873	tropics
1a62933b	0.8906	tropics
7d7376d0	0.8604	tropics
5501d3e	0.8962	tropics
216fd1fe	0.888	tropics
6cdf0de2	0.8701	tropics
530bf06f	0.9075	tropics
1b6a4d54	0.9119	tropics
62eda858	0.9153	tropics
28129210	0.9162	tropics
1a91d42d	0.9275	tropics
49165807	0.9068	tropics
2ed716d8	0.9358	tropics
26775bb2	0.9294	tropics
1708e401	0.9357	tropics
3edd943c	0.9432	tropics
386e4d30	0.9515	tropics
52e2a6fb	0.9419	tropics
359e026e	0.9531	tropics
45958720	0.962	tropics
39c84ed5	0.9703	tropics
4ba51f08	0.9825	tropics
1c8fcd1d	0.9837	tropics
c682f12	0.9746	tropics
16f257c	0.9956	tropics
70495828	0.9625	tropics
4c42cc56	0.9962	tropics
40906ad	0.9918	tropics
50beb32e	1.0168	tropics
603293f2	0.9837	tropics
2018b78f	1.0233	tropics
6cbb4a81	1.0194	tropics
1ef7c2d0	1.0197	tropics
64511d1b	1.0279	tropics
2bc41821	1.0304	tropics
103c880e	1.0404	tropics
7ec80d5a	1.0435	tropics
5857fc74	1.0255	tropics
10c078a	1.0581	tropics
374ac318	1.0296	tropics
55b3c969	1.0375	tropics
5fa38725	1.055	tropics
62cd8681	1.0511	tropics
29e95aa7	1.0372	tropics
6178b5e2	1.0335	tropics
4efa43be	1.0592	tropics
4654f190	1.0484	tropics
174607d9	1.0821	tropics
263f3319	1.0907	tropics
2c1fc954	1.0833	tropics
5a80096f	1.1423	tropics
1ab5ee24	1.1375	tropics
22076843	1.1904	tropics
72bf9ba4	1.18	tropics
79b2fb3f	1.2153	tropics
600c00d0	1.2385	tropics
63156c15	1.2672	tropics
4654c7f2	1.2912	tropics
b0ca473	1.2882	tropics
27378ac5	1.2975	tropics
1f5f4e5b	1.3421	tropics
543dfd15	1.3219	tropics
4af5c1d0	1.3441	tropics
2bba22a8	1.3689	tropics
2ba54ed9	1.3736	tropics
41f9ff5b	1.377	tropics
66a235ff	1.4107	tropics
3dfb7556	1.4484	tropics
c8e3788	1.4678	tropics
d5c953a	1.5717	tropics
7b666255	1.6528	tropics
3f721145	1.6608	tropics
4b5e8233	1.7264	tropics
3b6bf77	1.7606	tropics
3ace06fc	1.8098	tropics
7cda2cc	1.9606	tropics
317e0d11	2.0261	tropics
60082bcd	2.0416	tropics
3d009fa6	2.0348	tropics
6297a1c1	2.1369	tropics
3865c964	2.1669	tropics
3e777dc1	2.2442	tropics
6ed627dd	2.2933	tropics
453caa37	2.3221	tropics
6edadc0b	2.3752	tropics
34d9903b	2.395	tropics
3e68f1ba	2.413	tropics
47b6b275	2.4905	tropics
b9c298c	2.538	tropics
736f305c	2.5399	tropics
62d84642	2.553	tropics
6bb23600	2.5855	tropics
4bffc948	2.5901	tropics
3243140	2.628	tropics
1f5c9ae	2.6408	tropics
46b6988c	2.6497	tropics
3b8f0a12	2.6755	tropics
72d8e829	2.6725	tropics
be30d12	2.6798	tropics
272ed7e0	2.7042	tropics
4c45b932	2.7234	tropics
24f70cb0	2.7917	tropics
6462f2c7	2.8062	tropics
694939d9	2.8043	tropics
2a31a56	2.8201	tropics
3bf320c5	2.8333	tropics
5d54ef98	2.8328	tropics
6829f48	2.8361	tropics
258f8cc2	2.8395	tropics
c123392	2.8527	tropics
caa8b1	2.8589	tropics
2e1cba20	2.8731	tropics
66e7e74	2.8756	tropics
cfa7c79	2.8828	tropics
4c877d21	2.9121	tropics
571b07fb	2.9072	tropics
4c5f2a1e	2.9235	tropics
5d5e2fa4	2.9555	tropics
5da05aae	2.9587	tropics
d1f41d5	2.9566	tropics
6c2aea36	2.9499	tropics
3cb74862	2.9523	tropics
45560aa0	2.943	tropics
330d427c	2.9541	tropics
256f06e8	3.0021	tropics
796e40ca	3.01	tropics
5ba65137	3.0171	tropics
d70e410	2.9997	tropics
7e1897ac	3.0005	tropics
5cd86bb4	3.0483	tropics
2d64e31	3.0339	tropics
30279ff3	3.0451	tropics
5a8fadc8	3.0737	tropics
1a232f68	3.1017	tropics
3872b0ba	3.0955	tropics
6c390e72	3.1229	tropics
5ad12494	3.1361	tropics
6084102c	3.1407	tropics
30fdc1c1	3.1432	tropics
78fef5c0	3.1518	tropics
596c7267	3.1733	tropics
5997a7c1	3.1808	tropics
6b614e5d	3.1912	tropics
2216b2f3	3.1796	tropics
ccaa563	3.1895	tropics
7db0f045	3.1812	tropics
7e140dd6	3.208	tropics
5b4e1405	3.209	tropics
7f3497ad	3.1912	tropics
1af84474	3.1748	tropics
2b7c608	3.2013	tropics
22d59a7a	3.2005	tropics
106b51cd	3.2181	tropics
2e9b1e6b	3.2212	tropics
66dc5a2f	3.2256	tropics
12f12d32	3.2083	tropics
4f02d11a	3.2279	tropics
1402926e	3.2275	tropics
3f469cfd	3.2352	tropics
7b47a03b	3.218	tropics
76175841	3.243	tropics
62391e17	3.2622	tropics
757a4ccc	3.2724	tropics
6c1f75ca	3.2663	tropics
77180171	3.2915	tropics
336dee04	3.3041	tropics
61d7d23c	3.3079	tropics
39d8d313	3.3344	tropics
456bf125	3.3406	tropics
28b458de	3.3482	tropics
260dd761	3.3532	tropics
169d7c35	3.3659	tropics
19043017	3.351	tropics
291bc4d	3.3505	tropics
403301f2	3.3636	tropics
747f04b7	3.3919	tropics
3e408408	3.4059	tropics
673554da	3.3853	tropics
5f79ac9b	3.41	tropics
38136210	3.4483	tropics
6579973f	3.4506	tropics
4b22267e	3.4785	tropics
57a48552	3.4897	tropics
6a55993	3.5019	tropics
58e611bd	3.5118	tropics
48bb7239	3.5126	tropics
13681839	3.5361	tropics
599edb55	3.5131	tropics
221f5d6d	3.5441	tropics
1323e034	3.5718	tropics
4af5295	3.5928	tropics
4d16f8a3	3.6398	tropics
55222399	3.6372	tropics
3e601969	3.6426	tropics
669ec48a	3.6648	tropics
4f88a2f7	3.6831	tropics
5317c751	3.6978	tropics
1707ef19	3.7793	tropics
4da8caf9	3.7841	tropics
35a77be	3.7938	tropics
7411315f	3.8232	tropics
6fad6d8	3.8533	tropics
32285bfd	3.8825	tropics
2701ee14	3.8721	tropics
c68391	3.8907	tropics
5f84ac19	3.9159	tropics
74f718b2	3.923	tropics
7b711292	3.9094	tropics
7ebff22	3.9317	tropics
11469e92	3.948	tropics
271c2a0a	3.9365	tropics
959e07e	3.9528	tropics
51e38265	3.9408	tropics
39343197	3.9488	tropics
29fa4983	3.968	tropics
526f0b5e	3.989	tropics
3027b2c3	3.9956	tropics
1d03db61	4.0012	tropics
3a99fd6	3.9998	tropics
4073711d	4.0166	tropics
cb13520	4.017	tropics
5b6527fa	3.982	tropics
1d1f547e	4.0115	tropics
f498eda	4.02	tropics
7d0bd8c0	4.019	tropics
52165fce	4.0396	tropics
66a00b47	4.0507	tropics
77ed2b25	4.0533	tropics
50e44edf	4.0626	tropics
626bb434	4.0764	tropics
ccf00d0	4.0743	tropics
247cf06a	4.0994	tropics
12e53e36	4.097	tropics
6626160f	4.0993	tropics
7aaf1a5f	4.0859	tropics
2231b6b0	4.1043	tropics
4f2d6ac9	4.1103	tropics
1661d476	4.135	tropics
26fe8127	4.1467	tropics
543a0399	4.1523	tropics
6553f2e3	4.143	tropics
460ae017	4.1659	tropics
6b9e9ab	4.1347	tropics
17633cb2	4.1733	tropics
3d73221e	4.1905	tropics
8f439ce	4.1956	tropics
50535a0d	4.1951	tropics
6d65eb9f	4.1965	tropics
5a6f0de0	4.2127	tropics
fed45c2	4.2147	tropics
6ea2c8cb	4.2232	tropics
7881b61e	4.225	tropics
7d30dc4d	4.2303	tropics
796c34a4	4.2354	tropics
97c1ce	4.2324	tropics
6c8927d0	4.239	tropics
507cce05	4.244	tropics
14ec1d4a	4.2155	tropics
34cf44f4	4.2322	tropics
6a61aa47	4.2755	tropics
594c4769	4.2781	tropics
65b19a18	4.2818	tropics
16cd2ae2	4.282	tropics
279b633d	4.2887	tropics
625443b7	4.2818	tropics
156b58e2	4.2953	tropics
22a14157	4.3003	tropics
1dbdc7b	4.3105	tropics
5a112dca	4.3078	tropics
49d4176	4.2868	tropics
436919d6	4.3122	tropics
727ec6e5	4.3059	tropics
45cc87e	4.3293	tropics
63d84947	4.3328	tropics
50663c85	4.2826	tropics
7ac21a9e	4.3305	tropics
37993092	4.3357	tropics
7b2ab965	4.3471	tropics
67896abb	4.3553	tropics
4434a1d7	4.3628	tropics
5b464b9b	4.3649	tropics
68627d70	4.3591	tropics
2e5581dc	4.3772	tropics
710ea608	4.3581	tropics
7b2c0ee	4.3819	tropics
6ecfb380	4.3733	tropics
1ddb2316	4.3526	tropics
2f182dee	4.3821	tropics
30965a7f	4.3864	tropics
3e3115ea	4.3745	tropics
6b537c2f	4.3961	tropics
255af8e4	4.3941	tropics
59047996	4.3712	tropics
617aa2f1	4.3816	tropics
3927c9e3	4.3819	tropics
57d902f5	4.3826	tropics
a5d8d51	4.3733	tropics
5b73326e	4.4063	tropics
d472db7	4.4138	tropics
7115db88	4.4192	tropics
56e61291	4.4159	tropics
3c8fc527	4.4135	tropics
4b0d3805	4.4112	tropics
6436063f	4.4182	tropics
5ef78d7f	4.4025	tropics
7363a0f2	4.4093	tropics
50e1beff	4.4262	tropics
78b4b47d	4.42	tropics
46dbc69e	4.4245	tropics
5680f258	4.4491	tropics
f38405a	4.4431	tropics
5baa361d	4.4372	tropics
c64fc35	4.4375	tropics
2dc39223	4.3912	tropics
5447679	4.4595	tropics
6c97e802	4.4524	tropics
d37382f	4.4537	tropics
515f42e6	4.4608	tropics
26ed851e	4.4631	tropics
5c52012e	4.4816	tropics
2a881798	4.4847	tropics
4dd6d4f1	4.4933	tropics
125dfb3f	4.489	tropics
23634cdd	4.495	tropics
4d39ca75	4.4896	tropics
63b6aba4	4.4927	tropics
db03cf7	4.4873	tropics
3e5ece1	4.5004	tropics
6f47336a	4.504	tropics
4eb6d3d1	4.5039	tropics
52027bf2	4.4994	tropics
3953b0bd	4.5085	tropics
72353e84	4.505	tropics
28fa293f	4.52	tropics
61aa8fbc	4.5199	tropics
95f33ec	4.5215	tropics
48c8d886	4.5288	tropics
31e5562f	4.5322	tropics
20ba2ce9	4.5326	tropics
7e78aa44	4.5125	tropics
4864e53b	4.5136	tropics
999f66	4.5323	tropics
b1ef2a8	4.5382	tropics
323c1db4	4.522	tropics
1019e5b9	4.5183	tropics
21047e1a	4.5412	tropics
7615898b	4.5417	tropics
2a0676f5	4.5487	tropics
266123b9	4.5468	tropics
6895e6d1	4.5279	tropics
20d6a5a2	4.5459	tropics
2a6f58f2	4.5504	tropics
6be26ffc	4.5569	tropics
31cf072b	4.5435	tropics
1e138def	4.5518	tropics
191b6998	4.5608	tropics
7fb3640a	4.56	tropics
27a63f21	4.5499	tropics
5fdf701c	4.5612	tropics
40d8841b	4.5583	tropics
278fe5e0	4.5511	tropics
266fa028	4.574	tropics
5b7cf300	4.5548	tropics
3b10f4d5	4.5718	tropics
601d5752	4.5818	tropics
787b467e	4.5489	tropics
476f83f1	4.5738	tropics
7d4d8e0a	4.581	tropics
20c9f5f8	4.573	tropics
1fae46ee	4.5768	tropics
6006f2c3	4.5628	tropics
3641f45b	4.5792	tropics
2a2159cb	4.5895	tropics
3819804d	4.5875	tropics
785d2198	4.5856	tropics
52f2679	4.5947	tropics
5ff97b54	4.5936	tropics
