date	country	variant	sequences
2049-04-04	north	23	5
2049-04-04	north	24	68
2049-04-04	south	24	8
2049-04-04	south	25	1
2049-04-04	tropics	23	4
2049-04-04	tropics	24	41
2049-04-11	north	23	5
2049-04-11	north	24	61
2049-04-11	north	25	1
2049-04-11	south	24	1
2049-04-11	south	25	1
2049-04-11	tropics	22	2
2049-04-11	tropics	23	4
2049-04-11	tropics	24	31
2049-04-11	tropics	25	2
2049-04-18	north	23	5
2049-04-18	north	24	53
2049-04-18	south	24	11
2049-04-18	tropics	23	6
2049-04-18	tropics	24	33
2049-04-18	tropics	25	2
2049-04-18	tropics	26	1
2049-04-25	north	23	2
2049-04-25	north	24	40
2049-04-25	south	23	1
2049-04-25	south	24	13
2049-04-25	south	25	1
2049-04-25	tropics	23	4
2049-04-25	tropics	24	39
2049-05-02	north	23	6
2049-05-02	north	24	53
2049-05-02	north	25	1
2049-05-02	south	21	1
2049-05-02	south	24	16
2049-05-02	tropics	23	3
2049-05-02	tropics	24	31
2049-05-02	tropics	25	1
2049-05-09	north	23	2
2049-05-09	north	24	41
2049-05-09	south	23	1
2049-05-09	south	24	13
2049-05-09	south	25	3
2049-05-09	tropics	23	2
2049-05-09	tropics	24	27
2049-05-09	tropics	25	2
2049-05-09	tropics	26	1
2049-05-16	north	24	30
2049-05-16	south	24	8
2049-05-16	south	25	1
2049-05-16	tropics	23	3
2049-05-16	tropics	24	33
2049-05-23	north	23	1
2049-05-23	north	24	30
2049-05-23	south	23	2
2049-05-23	south	24	20
2049-05-23	south	25	4
2049-05-23	tropics	24	26
2049-05-23	tropics	25	1
2049-05-30	north	24	14
2049-05-30	south	23	1
2049-05-30	south	24	24
2049-05-30	south	25	8
2049-05-30	tropics	23	5
2049-05-30	tropics	24	30
2049-05-30	tropics	25	2
2049-06-06	north	23	1
2049-06-06	north	24	19
2049-06-06	south	24	31
2049-06-06	south	25	5
2049-06-06	tropics	23	2
2049-06-06	tropics	24	30
2049-06-13	north	24	17
2049-06-13	south	23	1
2049-06-13	south	24	35
2049-06-13	south	25	15
2049-06-13	tropics	23	1
2049-06-13	tropics	24	20
2049-06-20	north	24	13
2049-06-20	south	23	2
2049-06-20	south	24	43
2049-06-20	south	25	18
2049-06-20	south	26	1
2049-06-20	tropics	24	20
2049-06-27	north	24	5
2049-06-27	north	25	1
2049-06-27	south	23	3
2049-06-27	south	24	64
2049-06-27	south	25	25
2049-06-27	tropics	23	3
2049-06-27	tropics	24	22
