date	location	variant	median_R	R_upper_95	R_lower_95	R_upper_80	R_lower_80	R_upper_50	R_lower_50	model	analysis_date
2031-10-05	tropics	8	0.92820084	0.94602	0.9087335	0.94040114	0.91589266	0.9346049	0.92294306	GARW	2032-10-01
2031-10-06	tropics	8	0.92817605	0.9459378	0.9092779	0.94009614	0.9160963	0.9344104	0.923175	GARW	2032-10-01
2031-10-07	tropics	8	0.9282553	0.9457957	0.9097915	0.9402855	0.9164151	0.9342992	0.9232849	GARW	2032-10-01
2031-10-08	tropics	8	0.9283994	0.9456401	0.9099599	0.9402192	0.9167162	0.9342382	0.92331535	GARW	2032-10-01
2031-10-09	tropics	8	0.9284503	0.94578874	0.90970165	0.94001484	0.9171334	0.93415403	0.92349464	GARW	2032-10-01
2031-10-10	tropics	8	0.928454	0.94593817	0.90945625	0.9398681	0.91721463	0.93414557	0.9234275	GARW	2032-10-01
2031-10-11	tropics	8	0.92855024	0.94594514	0.90924275	0.9399088	0.917188	0.93422633	0.9233743	GARW	2032-10-01
2031-10-12	tropics	8	0.92851424	0.9458719	0.90935177	0.94001734	0.9172762	0.93426335	0.9233364	GARW	2032-10-01
2031-10-13	tropics	8	0.9285041	0.9458288	0.9094971	0.9400608	0.9173377	0.9342847	0.9233391	GARW	2032-10-01
2031-10-14	tropics	8	0.9286362	0.9458046	0.909787	0.9401293	0.91743016	0.93428224	0.923299	GARW	2032-10-01
2031-10-15	tropics	8	0.9286797	0.94578457	0.9102291	0.9402123	0.91753274	0.93424714	0.9231693	GARW	2032-10-01
2031-10-16	tropics	8	0.9286959	0.94576573	0.91036797	0.94019425	0.91768783	0.9341241	0.9231014	GARW	2032-10-01
2031-10-17	tropics	8	0.9287386	0.9458411	0.9106203	0.94015646	0.9176128	0.93412375	0.9230981	GARW	2032-10-01
2031-10-18	tropics	8	0.92864347	0.94573325	0.91074955	0.94027275	0.917611	0.93420047	0.9230241	GARW	2032-10-01
2031-10-19	tropics	8	0.92863286	0.9456855	0.91061574	0.940363	0.91756016	0.9341639	0.92294014	GARW	2032-10-01
2031-10-20	tropics	8	0.928615	0.9456893	0.9108395	0.94010013	0.9175441	0.93421745	0.92294466	GARW	2032-10-01
2031-10-21	tropics	8	0.92854834	0.94563645	0.9108297	0.94026774	0.91757596	0.93411934	0.9229314	GARW	2032-10-01
2031-10-22	tropics	8	0.9285251	0.9456409	0.9108413	0.9401885	0.917518	0.93404335	0.92300814	GARW	2032-10-01
2031-10-23	tropics	8	0.9285758	0.9456745	0.9110428	0.9401165	0.9176899	0.9339492	0.9230283	GARW	2032-10-01
2031-10-24	tropics	8	0.92852736	0.9456247	0.9112485	0.9400597	0.9176861	0.9338708	0.9230365	GARW	2032-10-01
2031-10-25	tropics	8	0.9284718	0.9455607	0.9111878	0.94016796	0.9176207	0.93386716	0.92305136	GARW	2032-10-01
2031-10-26	tropics	8	0.9285114	0.945786	0.911297	0.9401331	0.91761655	0.9338892	0.9230464	GARW	2032-10-01
2031-10-27	tropics	8	0.92858565	0.9458259	0.9114487	0.94010055	0.91767734	0.9338623	0.9231894	GARW	2032-10-01
2031-10-28	tropics	8	0.9285972	0.94586664	0.91160077	0.94007003	0.91761124	0.9339114	0.92328715	GARW	2032-10-01
2031-10-29	tropics	8	0.9285625	0.9458799	0.911816	0.9400451	0.9178306	0.93388426	0.9233385	GARW	2032-10-01
2031-10-30	tropics	8	0.9284961	0.9459502	0.911937	0.94006115	0.9180687	0.9339247	0.92330194	GARW	2032-10-01
2031-10-31	tropics	8	0.9284408	0.9460209	0.911978	0.94018775	0.918006	0.93391716	0.92337924	GARW	2032-10-01
2031-11-01	tropics	8	0.92847526	0.9460891	0.9120115	0.94037837	0.9180794	0.9338897	0.9233241	GARW	2032-10-01
2031-11-02	tropics	8	0.9285259	0.9461545	0.912046	0.9404104	0.9179974	0.9338799	0.92333597	GARW	2032-10-01
2031-11-03	tropics	8	0.9285699	0.9462268	0.91210467	0.9404897	0.9179376	0.93386984	0.92331564	GARW	2032-10-01
2031-11-04	tropics	8	0.9285023	0.9462969	0.9122191	0.9403878	0.91797113	0.93383837	0.923296	GARW	2032-10-01
2031-11-05	tropics	8	0.9284384	0.9464234	0.91225964	0.9401565	0.91806614	0.9338616	0.923228	GARW	2032-10-01
2031-11-06	tropics	8	0.9283165	0.94658273	0.9123569	0.93990797	0.9182033	0.9338362	0.92324483	GARW	2032-10-01
2031-11-07	tropics	8	0.9282601	0.9467198	0.91244715	0.9400481	0.9182859	0.9338093	0.9232898	GARW	2032-10-01
2031-11-08	tropics	8	0.92824435	0.9466667	0.9124855	0.9399711	0.9182005	0.9337852	0.9233639	GARW	2032-10-01
2031-11-09	tropics	8	0.92827487	0.94661486	0.9124521	0.9399333	0.91834676	0.9337975	0.9234881	GARW	2032-10-01
2031-11-10	tropics	8	0.9282974	0.9465595	0.9123238	0.9399987	0.9182235	0.9338418	0.9235225	GARW	2032-10-01
2031-11-11	tropics	8	0.928269	0.9464369	0.91226363	0.9400563	0.9183274	0.93382967	0.9236448	GARW	2032-10-01
2031-11-12	tropics	8	0.92820144	0.9465433	0.91223055	0.940336	0.9184501	0.9338167	0.92377174	GARW	2032-10-01
2031-11-13	tropics	8	0.92816603	0.94675124	0.9121811	0.94040626	0.9183526	0.93381834	0.92379194	GARW	2032-10-01
2031-11-14	tropics	8	0.9282337	0.9468099	0.9121126	0.94035137	0.91828614	0.93380237	0.92374915	GARW	2032-10-01
2031-11-15	tropics	8	0.92827773	0.94674426	0.91202915	0.9403679	0.9183625	0.9338047	0.9236529	GARW	2032-10-01
