date	location	variant	median_R	R_upper_95	R_lower_95	R_upper_80	R_lower_80	R_upper_50	R_lower_50	model
2024-12-08	tropics	2	1.381129	1.5500709	1.2263623	1.4964571	1.2720932	1.4375491	1.3201407	GARW
2024-12-09	tropics	2	1.5044763	1.7299721	1.316986	1.6414777	1.3782091	1.5766811	1.4347932	GARW
2024-12-10	tropics	2	1.6323036	1.9446504	1.379796	1.813747	1.4569432	1.725563	1.5485532	GARW
2024-12-11	tropics	2	1.7664584	2.1609905	1.4540994	1.9849738	1.5510443	1.875364	1.6572053	GARW
2024-12-12	tropics	2	1.893987	2.3520482	1.5197734	2.1591885	1.6446329	2.029114	1.7679133	GARW
2024-12-13	tropics	2	2.0242972	2.5424263	1.6116784	2.325882	1.7519473	2.1798306	1.8776922	GARW
2024-12-14	tropics	2	2.1576784	2.7224197	1.7202834	2.4772997	1.860515	2.3280406	2.0068154	GARW
2024-12-15	tropics	2	2.2835784	2.8571756	1.8271987	2.6296146	1.9859185	2.4657092	2.1357775	GARW
2024-12-16	tropics	2	2.4204502	3.0090337	1.9277899	2.7778153	2.1071515	2.5918708	2.2527843	GARW
2024-12-17	tropics	2	2.5410151	3.1539373	2.0436661	2.9122057	2.2270257	2.7068517	2.3641982	GARW
2024-12-18	tropics	2	2.6572106	3.2736044	2.1382525	3.0496397	2.3140707	2.839443	2.4760633	GARW
2024-12-19	tropics	2	2.7713642	3.396988	2.2370605	3.1481462	2.424213	2.9601731	2.5885077	GARW
2024-12-20	tropics	2	2.8766222	3.516816	2.3363652	3.2515235	2.5175617	3.0693233	2.6914933	GARW
2024-12-21	tropics	2	2.9828844	3.6262498	2.4296005	3.3528268	2.6084526	3.1866534	2.7779543	GARW
2024-12-22	tropics	2	3.0756903	3.6996853	2.519328	3.4509428	2.6829205	3.2690105	2.859351	GARW
2024-12-23	tropics	2	3.1485538	3.771342	2.579843	3.5317383	2.7476006	3.346287	2.9127119	GARW
2024-12-24	tropics	2	3.19872	3.8396742	2.6348414	3.61466	2.7875211	3.4079053	2.9709096	GARW
2024-12-25	tropics	2	3.2411346	3.919702	2.6644592	3.6615188	2.8250813	3.4556634	3.0047555	GARW
2024-12-26	tropics	2	3.261579	3.9445856	2.6885393	3.6778724	2.848237	3.4929724	3.0302374	GARW
2024-12-27	tropics	2	3.2638788	3.946324	2.698215	3.6728237	2.8628333	3.5020196	3.0335567	GARW
2024-12-28	tropics	2	3.2417104	3.9383225	2.6894782	3.6363013	2.8504632	3.4753785	3.0074239	GARW
2024-12-29	tropics	2	3.188365	3.876555	2.65833	3.585251	2.808143	3.4271693	2.9659116	GARW
2024-12-30	tropics	2	3.1244164	3.7881298	2.6230042	3.4966831	2.7626777	3.3455265	2.9179797	GARW
2024-12-31	tropics	2	3.0370698	3.6652567	2.56952	3.3983881	2.6944227	3.2418077	2.8409233	GARW
2025-01-01	tropics	2	2.9128368	3.5173419	2.4892693	3.261553	2.610742	3.1212585	2.741073	GARW
2025-01-02	tropics	2	2.7792225	3.3284347	2.3931756	3.092995	2.512275	2.9592886	2.6307845	GARW
2025-01-03	tropics	2	2.627768	3.1421099	2.2802997	2.9154449	2.3931432	2.7928615	2.5026937	GARW
2025-01-04	tropics	2	2.465009	2.9165795	2.1561131	2.7259552	2.2624888	2.612053	2.3594697	GARW
2025-01-05	tropics	2	2.298983	2.6865857	2.0320387	2.5281003	2.1258328	2.4224467	2.2073317	GARW
2025-01-06	tropics	2	2.1415403	2.4688725	1.9092668	2.3276525	1.9911544	2.2342408	2.0540533	GARW
2025-01-07	tropics	2	1.9797132	2.2513125	1.7739583	2.1425812	1.850265	2.0559006	1.9024186	GARW
2025-01-08	tropics	2	1.8278885	2.0537117	1.6337978	1.9685476	1.7086173	1.8967962	1.7591254	GARW
2025-01-09	tropics	2	1.6825314	1.8869536	1.5033803	1.8060828	1.5774783	1.7458136	1.6255355	GARW
2025-01-10	tropics	2	1.5531408	1.7424158	1.3856328	1.6644558	1.4538662	1.6073802	1.4979228	GARW
2025-01-11	tropics	2	1.4392502	1.604409	1.280308	1.5418416	1.3398666	1.4905424	1.3789425	GARW
2025-01-12	tropics	2	1.3358757	1.4845413	1.1810447	1.4277009	1.2326382	1.3835554	1.2768462	GARW
2025-01-13	tropics	2	1.2428544	1.3915279	1.0884564	1.3330351	1.1437566	1.2928715	1.189956	GARW
2025-01-14	tropics	2	1.1621416	1.3059665	1.0185479	1.2558293	1.0657017	1.2118416	1.116961	GARW
2025-01-15	tropics	2	1.0958045	1.2336924	0.95540756	1.1910132	1.0030535	1.149384	1.0539452	GARW
2025-01-16	tropics	2	1.0454358	1.179819	0.9025497	1.1360543	0.95078355	1.0933812	1.000886	GARW
2025-01-17	tropics	2	1.0027692	1.1344408	0.86289024	1.0931895	0.9094332	1.0510442	0.95982563	GARW
2025-01-18	tropics	2	0.970073	1.0997356	0.82982075	1.058396	0.87792635	1.0179372	0.9261684	GARW
2025-01-19	tropics	2	0.94493973	1.0734322	0.80622125	1.0334809	0.8537326	0.99095726	0.9002608	GARW
2025-01-20	tropics	2	0.925879	1.0494603	0.7897831	1.0111146	0.83927035	0.9720356	0.88159037	GARW
2025-01-21	tropics	2	0.91105944	1.0313241	0.774638	0.9954492	0.82635164	0.95799714	0.8674795	GARW
2025-01-22	tropics	2	0.901629	1.0234376	0.7658247	0.98259497	0.8177455	0.9489205	0.858625	GARW
2025-01-23	tropics	2	0.89521664	1.0220355	0.76287466	0.9786389	0.81586426	0.9447532	0.8549652	GARW
2025-01-24	tropics	2	0.89233744	1.0190228	0.7681793	0.97826743	0.8163842	0.9427836	0.8527902	GARW
2025-01-25	tropics	2	0.8947443	1.0172017	0.78034866	0.98022205	0.8214741	0.94378924	0.856122	GARW
2025-01-26	tropics	2	0.8992233	1.022188	0.78775656	0.9869019	0.82933474	0.9479593	0.862463	GARW
2025-01-27	tropics	2	0.9068997	1.0260594	0.8025573	0.99118006	0.839816	0.95454437	0.87412107	GARW
2025-01-28	tropics	2	0.91592836	1.0316019	0.818191	0.9959195	0.8555942	0.96130806	0.8833144	GARW
2025-01-29	tropics	2	0.9294895	1.0391054	0.83325166	1.0025494	0.8694473	0.9691066	0.8976356	GARW
2025-01-30	tropics	2	0.9444107	1.0494287	0.85048604	1.0130031	0.88628227	0.9818102	0.9114499	GARW
2025-01-31	tropics	2	0.95958686	1.0547683	0.87156606	1.0237164	0.9023664	0.99456877	0.9267113	GARW
2025-02-01	tropics	2	0.9738094	1.061194	0.8918375	1.0377674	0.91986436	1.0070952	0.9438872	GARW
2025-02-02	tropics	2	0.99058336	1.084621	0.91162914	1.0544577	0.937545	1.0235567	0.9608035	GARW
2025-02-03	tropics	2	1.0061696	1.1145592	0.92464685	1.0710071	0.9524083	1.040681	0.97633857	GARW
2025-02-04	tropics	2	1.0214349	1.1412889	0.9394933	1.0901726	0.96628046	1.0582702	0.9911375	GARW
2025-02-05	tropics	2	1.0403309	1.1668892	0.9514103	1.1150789	0.9807131	1.0771954	1.0073005	GARW
2025-02-06	tropics	2	1.0563482	1.1964291	0.96208125	1.1409553	0.9937051	1.0959656	1.0197809	GARW
2025-02-07	tropics	2	1.0694861	1.2216125	0.97082204	1.1666666	1.0062281	1.1139002	1.0316603	GARW
2025-02-08	tropics	2	1.0825732	1.2483052	0.9764705	1.185803	1.0155653	1.133256	1.0425007	GARW
2025-02-09	tropics	2	1.0960673	1.2702104	0.9852425	1.2055143	1.0262558	1.1491036	1.0545281	GARW
2025-02-10	tropics	2	1.1067415	1.2939876	0.99328786	1.2165676	1.031562	1.1595064	1.0621816	GARW
2025-02-11	tropics	2	1.1148827	1.3078635	1.0020757	1.2302785	1.0378689	1.1705601	1.0694046	GARW
2025-02-12	tropics	2	1.1224104	1.3263931	1.007134	1.2383635	1.0441768	1.178178	1.0746193	GARW
2025-02-13	tropics	2	1.1273961	1.3429887	1.0105001	1.2413248	1.0478127	1.185579	1.0778792	GARW
2025-02-14	tropics	2	1.1318357	1.3457143	1.0085574	1.2442594	1.0466546	1.1904384	1.0794072	GARW
2025-02-15	tropics	2	1.134225	1.3474569	1.0097619	1.2526925	1.0438005	1.1940501	1.0800033	GARW
2025-02-16	tropics	2	1.1317089	1.3458072	1.0108037	1.2582127	1.0403045	1.1958456	1.0792911	GARW
