date	location	variant	median_R	R_upper_95	R_lower_95	R_upper_80	R_lower_80	R_upper_50	R_lower_50	model	analysis_date
2044-10-06	south	29	1.0450833	1.0782903	1.009684	1.067231	1.0246334	1.0568796	1.0347173	GARW	2045-10-01
2044-10-07	south	29	1.0453141	1.0786339	1.0103287	1.0666641	1.0250986	1.0570524	1.0347965	GARW	2045-10-01
2044-10-08	south	29	1.0454565	1.079108	1.0100043	1.0665247	1.024748	1.0577213	1.0352038	GARW	2045-10-01
2044-10-09	south	29	1.0456958	1.0797994	1.0098612	1.0670769	1.0247501	1.0581534	1.035625	GARW	2045-10-01
2044-10-10	south	29	1.0460322	1.0799794	1.0105284	1.0679371	1.0247043	1.0579398	1.0360099	GARW	2045-10-01
2044-10-11	south	29	1.0461363	1.0805022	1.010676	1.0682012	1.0244558	1.0581124	1.0355833	GARW	2045-10-01
2044-10-12	south	29	1.046168	1.0814813	1.0107703	1.0694486	1.0241683	1.0582948	1.0358078	GARW	2045-10-01
2044-10-13	south	29	1.0462022	1.0820144	1.0105836	1.070033	1.0243025	1.0585427	1.0361919	GARW	2045-10-01
2044-10-14	south	29	1.0463731	1.0825112	1.0099422	1.0705869	1.0238662	1.0586294	1.0365833	GARW	2045-10-01
2044-10-15	south	29	1.0467243	1.0829728	1.0102086	1.0712517	1.0237672	1.0589688	1.0364918	GARW	2045-10-01
2044-10-16	south	29	1.0467765	1.0834004	1.0100105	1.071752	1.0243411	1.0591195	1.0364674	GARW	2045-10-01
2044-10-17	south	29	1.0469205	1.0837955	1.0098448	1.0723735	1.0242645	1.0594625	1.0365255	GARW	2045-10-01
2044-10-18	south	29	1.0473403	1.0841593	1.0099094	1.0728397	1.0242448	1.0601492	1.0363636	GARW	2045-10-01
2044-10-19	south	29	1.0474722	1.0844927	1.0103787	1.0734509	1.0242916	1.0608325	1.0366876	GARW	2045-10-01
2044-10-20	south	29	1.0477228	1.0847973	1.0105006	1.0740496	1.0241642	1.0610493	1.0366218	GARW	2045-10-01
2044-10-21	south	29	1.0479845	1.0850742	1.0102576	1.0745122	1.0240006	1.0613956	1.0365961	GARW	2045-10-01
2044-10-22	south	29	1.0481458	1.0856475	1.0102278	1.0743855	1.0238578	1.0613548	1.0366831	GARW	2045-10-01
2044-10-23	south	29	1.0482459	1.0863098	1.0101483	1.0747776	1.0237476	1.0616014	1.0367161	GARW	2045-10-01
2044-10-24	south	29	1.0483713	1.086947	1.0096481	1.0751593	1.0239644	1.0621065	1.0367405	GARW	2045-10-01
2044-10-25	south	29	1.0484798	1.0878794	1.0091097	1.0753136	1.023553	1.0626351	1.0366737	GARW	2045-10-01
2044-10-26	south	29	1.0486333	1.0887662	1.0088485	1.0753194	1.0233562	1.0632344	1.0365036	GARW	2045-10-01
2044-10-27	south	29	1.0488409	1.0896056	1.0084821	1.0753158	1.0232006	1.0632887	1.036469	GARW	2045-10-01
2044-10-28	south	29	1.0490904	1.0903999	1.0081482	1.0755044	1.022941	1.063549	1.0360681	GARW	2045-10-01
2044-10-29	south	29	1.0492887	1.091353	1.007846	1.0758615	1.0230061	1.0635325	1.0359372	GARW	2045-10-01
2044-10-30	south	29	1.0494903	1.0918983	1.0075743	1.0761153	1.0229263	1.0635467	1.0359155	GARW	2045-10-01
2044-10-31	south	29	1.0495912	1.0925875	1.0073322	1.0768597	1.022709	1.0638504	1.0356092	GARW	2045-10-01
2044-11-01	south	29	1.0497277	1.092687	1.0072819	1.0772247	1.0227913	1.0643423	1.0355818	GARW	2045-10-01
2044-11-02	south	29	1.0496926	1.0927604	1.007334	1.077422	1.0226905	1.0647701	1.035706	GARW	2045-10-01
2044-11-03	south	29	1.0496955	1.0928274	1.007382	1.0775914	1.0226723	1.0648954	1.0357256	GARW	2045-10-01
2044-11-04	south	29	1.0497963	1.0928776	1.0072613	1.077965	1.0226748	1.0649418	1.035866	GARW	2045-10-01
2044-11-05	south	29	1.0500225	1.0929072	1.0076301	1.0780412	1.0228634	1.0649923	1.0358386	GARW	2045-10-01
2044-11-06	south	29	1.0500815	1.0929185	1.0079341	1.0781274	1.0229254	1.0650139	1.0359819	GARW	2045-10-01
2044-11-07	south	29	1.0501208	1.0929146	1.0080597	1.078235	1.0229888	1.0651335	1.0359061	GARW	2045-10-01
2044-11-08	south	29	1.0501728	1.0930947	1.008031	1.0783796	1.0229255	1.0652435	1.0357832	GARW	2045-10-01
2044-11-09	south	29	1.0501994	1.0933558	1.0080898	1.0786574	1.0227448	1.0654248	1.0357127	GARW	2045-10-01
