date	location	variant	median_R	R_upper_95	R_lower_95	R_upper_80	R_lower_80	R_upper_50	R_lower_50	model
2038-10-06	tropics	0	0.9546994	0.96968716	0.93871665	0.9652206	0.9442548	0.9602392	0.9498111	GARW
2038-10-07	tropics	0	0.95465183	0.9690651	0.938561	0.9652859	0.9443863	0.9601008	0.9496764	GARW
2038-10-08	tropics	0	0.9546815	0.968941	0.9384715	0.9652138	0.9444144	0.95991784	0.9496222	GARW
2038-10-09	tropics	0	0.9545964	0.9688677	0.93856233	0.9650232	0.94450665	0.9599838	0.9496054	GARW
2038-10-10	tropics	0	0.9544381	0.9689229	0.93831336	0.9648104	0.94458526	0.96008116	0.94970787	GARW
2038-10-11	tropics	0	0.9543991	0.9687897	0.9381753	0.9646821	0.9446563	0.9600234	0.94968337	GARW
2038-10-12	tropics	0	0.9545316	0.9689292	0.9378343	0.96444994	0.94458175	0.95995766	0.94958687	GARW
2038-10-13	tropics	0	0.9546587	0.9691458	0.9375937	0.9643011	0.944481	0.9598166	0.94947195	GARW
2038-10-14	tropics	0	0.95470166	0.9690054	0.93738925	0.9643807	0.9443448	0.9597515	0.94946444	GARW
2038-10-15	tropics	0	0.9546667	0.9690959	0.9372557	0.96435875	0.94427675	0.95974004	0.9494492	GARW
2038-10-16	tropics	0	0.95460486	0.9691043	0.9371326	0.96421766	0.9440454	0.9596776	0.94941086	GARW
2038-10-17	tropics	0	0.95476735	0.96904176	0.9372153	0.9642709	0.9438653	0.9595667	0.9492988	GARW
2038-10-18	tropics	0	0.9546901	0.9690542	0.9374058	0.9641247	0.9438407	0.9595797	0.949255	GARW
2038-10-19	tropics	0	0.95476407	0.9691047	0.93745846	0.9642929	0.94386506	0.959587	0.94924724	GARW
2038-10-20	tropics	0	0.9548016	0.9691604	0.93746454	0.9643278	0.9438185	0.9595457	0.94917136	GARW
2038-10-21	tropics	0	0.9548162	0.9692614	0.93747693	0.96453565	0.9438091	0.959519	0.9492385	GARW
2038-10-22	tropics	0	0.954854	0.9693579	0.937564	0.96453494	0.94384384	0.95948017	0.94905025	GARW
2038-10-23	tropics	0	0.9547661	0.96945	0.9376701	0.96441555	0.9438997	0.9594109	0.9489261	GARW
2038-10-24	tropics	0	0.95477605	0.96953875	0.9377864	0.9644213	0.9438905	0.95938027	0.94895655	GARW
2038-10-25	tropics	0	0.95476806	0.9696301	0.93787026	0.9644074	0.94391197	0.9594655	0.9489285	GARW
