date	location	variant	median_freq_nowcast	freq_upper_95	freq_lower_95	freq_upper_80	freq_lower_80	freq_upper_50	freq_lower_50	median_freq_forecast	freq_forecast_upper_95	freq_forecast_lower_95	freq_forecast_upper_80	freq_forecast_lower_80	freq_forecast_upper_50	freq_forecast_lower_50	model
2037-10-04	tropics	0	0.69364697	0.74780846	0.62623554	0.7308489	0.6464618	0.7149226	0.66961426								GARW
2037-10-05	tropics	0	0.6941469	0.7482537	0.6268954	0.7313409	0.6471156	0.71543527	0.6702401								GARW
2037-10-06	tropics	0	0.70227194	0.75518125	0.6372828	0.73914266	0.6576655	0.7231833	0.6796614								GARW
2037-10-07	tropics	0	0.7141663	0.76508963	0.6518112	0.74921787	0.67130053	0.733365	0.692078								GARW
2037-10-08	tropics	0	0.72066057	0.7701172	0.659792	0.754574	0.67937875	0.7388505	0.6983371								GARW
2037-10-09	tropics	0	0.7258484	0.77464664	0.66656876	0.7593838	0.6858877	0.7437914	0.70405257								GARW
2037-10-10	tropics	0	0.7330649	0.7808526	0.6756023	0.7655695	0.69444835	0.75044227	0.71189594								GARW
2037-10-11	tropics	0	0.74060345	0.7875503	0.6849236	0.77192223	0.7034598	0.7579626	0.7201568								GARW
2037-10-12	tropics	0	0.74713683	0.79351187	0.6931705	0.7772933	0.71156675	0.76412714	0.7272362								GARW
2037-10-13	tropics	0	0.753496	0.7992184	0.7010909	0.782886	0.71837175	0.77030295	0.73392755								GARW
2037-10-14	tropics	0	0.7601886	0.8043512	0.709305	0.78844804	0.72616607	0.776492	0.7408196								GARW
2037-10-15	tropics	0	0.7666956	0.80845976	0.7174523	0.79387987	0.7336562	0.7825229	0.7475995								GARW
2037-10-16	tropics	0	0.77282906	0.81287235	0.72531414	0.7992	0.74143493	0.7880632	0.75408363								GARW
2037-10-17	tropics	0	0.77855825	0.81757104	0.7330025	0.8048596	0.7486934	0.7936227	0.7609928								GARW
2037-10-18	tropics	0	0.78482026	0.8225307	0.7407936	0.8102057	0.7559568	0.7992571	0.76751095								GARW
2037-10-19	tropics	0	0.7903754	0.82753515	0.74863887	0.81497014	0.76267654	0.8046244	0.77375937								GARW
2037-10-20	tropics	0	0.7961998	0.8324302	0.75663525	0.82012546	0.76867276	0.80987966	0.7799357								GARW
2037-10-21	tropics	0	0.8017986	0.83680916	0.7639437	0.82480353	0.7752628	0.8150216	0.7859015								GARW
2037-10-22	tropics	0	0.807562	0.8414796	0.7708547	0.8300396	0.7816281	0.8199514	0.7921624								GARW
2037-10-23	tropics	0	0.81309986	0.846114	0.77785915	0.83458114	0.78789747	0.82492393	0.7979372								GARW
2037-10-24	tropics	0	0.8184513	0.85038525	0.78460866	0.8396508	0.79399437	0.8297955	0.80375403								GARW
2037-10-25	tropics	0	0.8235475	0.8546348	0.79093987	0.8444625	0.80014765	0.8345628	0.809209								GARW
2037-10-26	tropics	0	0.8285047	0.8591051	0.7968875	0.84875524	0.8058754	0.8392262	0.81448424								GARW
2037-10-27	tropics	0	0.8333553	0.8631221	0.80249655	0.8531818	0.8116859	0.84381443	0.82007813								GARW
2037-10-28	tropics	0	0.8382769	0.8672114	0.8079884	0.8573737	0.8174556	0.84839666	0.8251369								GARW
2037-10-29	tropics	0	0.8429452	0.8711992	0.813764	0.8612547	0.82310843	0.8527446	0.8302164								GARW
2037-10-30	tropics	0	0.8475698	0.87488204	0.8194562	0.8652796	0.8279946	0.8572264	0.83511794								GARW
2037-10-31	tropics	0	0.8519616	0.87845325	0.82479984	0.86925787	0.8326216	0.8615567	0.83988774								GARW
2037-11-01	tropics	0	0.85618496	0.8816505	0.8296994	0.8733875	0.8372915	0.8656308	0.84461594								GARW
2037-11-02	tropics	0	0.8602724	0.88483673	0.83427805	0.876983	0.8416206	0.86971796	0.84918094								GARW
2037-11-03	tropics	0	0.86432874	0.8887983	0.8384889	0.8806545	0.84635305	0.87349284	0.8537326								GARW
2037-11-04	tropics	0	0.8683124	0.89260244	0.84284383	0.8843795	0.85101223	0.8771172	0.85844624								GARW
2037-11-05	tropics	0	0.87222254	0.895999	0.84682757	0.88798577	0.8550349	0.8806644	0.86265355								GARW
2037-11-06	tropics	0	0.8758989	0.8991682	0.85073036	0.89166176	0.8592711	0.88409907	0.8672175								GARW
2037-11-07	tropics	0	0.8796776	0.9021909	0.85464615	0.8949173	0.8633604	0.88741416	0.87116003								GARW
2037-11-08	tropics	0	0.88345814	0.90512425	0.85891277	0.898225	0.8672515	0.8909805	0.8750361								GARW
2037-11-09	tropics	0	0.88704133	0.90800697	0.86287713	0.9013858	0.87141603	0.8945457	0.8786633								GARW
2037-11-10	tropics	0	0.89048547	0.91109234	0.8662946	0.9046102	0.87559456	0.89791787	0.88224304								GARW
2037-11-11	tropics	0	0.8939095	0.91416967	0.86981404	0.9078252	0.8794922	0.9011399	0.88569754								GARW
2037-11-12	tropics	0	0.8972465	0.9171261	0.87314767	0.9107081	0.883231	0.90412146	0.88914704								GARW
2037-11-13	tropics	0	0.9003275	0.9197846	0.8764876	0.9134947	0.8869795	0.9069894	0.8925613								GARW
2037-11-14	tropics	0	0.9034078	0.92254037	0.8800243	0.9162244	0.8904147	0.9098531	0.89590263								GARW
2037-11-15	tropics	0	0.9064085	0.9252478	0.88320225	0.91888475	0.89372224	0.9127741	0.89895475								GARW
2037-11-16	tropics	0	0.90918523	0.92786866	0.8863985	0.92153394	0.8967401	0.9155846	0.9018786								GARW
2037-11-17	tropics	0	0.91196096	0.93042636	0.8899692	0.92406106	0.89971364	0.9183256	0.9048843								GARW
2037-11-18	tropics	0	0.91479564	0.93299085	0.89344156	0.9265514	0.902469	0.92096364	0.90777576								GARW
2037-11-19	tropics	0	0.9174375	0.9353692	0.8968173	0.929293	0.90523785	0.92347395	0.91061926								GARW
2037-11-20	tropics	0	0.9200853	0.9375924	0.9000983	0.9317538	0.90808177	0.9259051	0.9133743								GARW
2037-11-21	tropics	0	0.92274666	0.9397152	0.9032796	0.9338177	0.9108696	0.9282395	0.91608536								GARW
2037-11-22	tropics	0	0.9251801	0.9417638	0.9060935	0.935794	0.9134455	0.9306258	0.91867757								GARW
2037-11-23	tropics	0	0.9274646	0.94376135	0.90882903	0.93788356	0.915814	0.9329356	0.9210843								GARW
2037-11-24	tropics	0	0.9297986	0.94568485	0.91089946	0.9400233	0.918272	0.9350746	0.9234444								GARW
2037-11-25	tropics	0	0.9320078	0.94750553	0.9132661	0.94224226	0.9206969	0.9371636	0.9257519								GARW
2037-11-26	tropics	0	0.9342655	0.94925743	0.91569257	0.9441493	0.9229901	0.9393056	0.92812526								GARW
2037-11-27	tropics	0	0.9364079	0.9512136	0.9180496	0.9461343	0.92514205	0.9413615	0.93031585								GARW
2037-11-28	tropics	0	0.9385392	0.9529631	0.9204071	0.94791734	0.9274629	0.94330937	0.93249464								GARW
2037-11-29	tropics	0	0.9406105	0.9546508	0.9227013	0.94968385	0.9297011	0.9452423	0.9345213								GARW
2037-11-30	tropics	0	0.9425361	0.9562963	0.9249181	0.951515	0.93158525	0.9471054	0.93649477								GARW
2037-12-01	tropics	0	0.94435704	0.957925	0.9269123	0.95325214	0.933437	0.9488317	0.9384841								GARW
2037-12-02	tropics	0	0.94618666	0.959413	0.92885715	0.9547746	0.93523526	0.9506381	0.94047093								GARW
2037-12-03	tropics	0	0.9479408	0.9608487	0.9307536	0.9564105	0.9371627	0.95225143	0.9423129								GARW
2037-12-04	tropics	0	0.9496206	0.9621714	0.93250144	0.95801014	0.93899125	0.95383483	0.94410205								GARW
2037-12-05	tropics	0	0.95128596	0.9635761	0.93417305	0.95959765	0.9409542	0.9553789	0.9458389								GARW
2037-12-06	tropics	0	0.9529277	0.9650009	0.93580425	0.96112704	0.94252115	0.9568728	0.9475448								GARW
2037-12-07	tropics	0	0.9544008	0.9662595	0.9374585	0.9625917	0.9441664	0.95833814	0.94909364								GARW
2037-12-08	tropics	0	0.9558073	0.96746117	0.9392266	0.96390456	0.94592077	0.9597327	0.95049477								GARW
2037-12-09	tropics	0	0.9572283	0.9686211	0.94094557	0.9651633	0.94763434	0.9610849	0.9519619								GARW
