date	location	variant	median_R	R_upper_95	R_lower_95	R_upper_80	R_lower_80	R_upper_50	R_lower_50	model
2044-04-03	south	22	1.0475203	1.0898964	1.0027697	1.077184	1.0174931	1.0602711	1.0309908	GARW
2044-04-04	south	22	1.0487322	1.0902898	1.0050337	1.0780854	1.0198628	1.0610442	1.0328937	GARW
2044-04-05	south	22	1.0502077	1.0916731	1.0071497	1.0802603	1.0224673	1.0620886	1.0349427	GARW
2044-04-06	south	22	1.0515375	1.0936306	1.0099851	1.0809621	1.024308	1.064037	1.0370722	GARW
2044-04-07	south	22	1.0527467	1.0952482	1.0125161	1.0816928	1.0250629	1.0670606	1.0388885	GARW
2044-04-08	south	22	1.0541308	1.0982813	1.0139841	1.0828469	1.0252887	1.0701671	1.0399985	GARW
2044-04-09	south	22	1.0549147	1.1014044	1.0159228	1.08431	1.0268458	1.0720202	1.0411744	GARW
2044-04-10	south	22	1.0565135	1.1040089	1.017506	1.0861974	1.0282407	1.0744091	1.042062	GARW
2044-04-11	south	22	1.0583904	1.1069175	1.0179859	1.088839	1.0287788	1.0756075	1.0424033	GARW
2044-04-12	south	22	1.0597873	1.1089419	1.0182216	1.0917512	1.0302832	1.0774306	1.0428104	GARW
2044-04-13	south	22	1.0614085	1.110342	1.0186887	1.0935538	1.0317458	1.0786738	1.0440865	GARW
2044-04-14	south	22	1.0627694	1.1124948	1.0187981	1.0951217	1.0326024	1.0800203	1.0454233	GARW
2044-04-15	south	22	1.0638952	1.1148039	1.0193133	1.0970819	1.0343473	1.0811291	1.0469942	GARW
2044-04-16	south	22	1.0648241	1.1172569	1.0204123	1.098719	1.0348774	1.0823243	1.0483226	GARW
2044-04-17	south	22	1.0663447	1.1189412	1.0212839	1.0998268	1.035537	1.0835643	1.0498676	GARW
2044-04-18	south	22	1.0678887	1.1202513	1.0222538	1.1017107	1.0369453	1.0853715	1.0515783	GARW
2044-04-19	south	22	1.0691278	1.121654	1.0233344	1.103562	1.0385159	1.0870917	1.0525525	GARW
2044-04-20	south	22	1.0706029	1.1227634	1.0248169	1.1050777	1.0395199	1.0889392	1.054317	GARW
2044-04-21	south	22	1.0721049	1.124036	1.0261216	1.106345	1.0406448	1.0905411	1.0561413	GARW
2044-04-22	south	22	1.0729625	1.1254693	1.0273613	1.1078922	1.0421263	1.0916089	1.0575962	GARW
2044-04-23	south	22	1.0742366	1.1267643	1.0282463	1.1087481	1.0437135	1.0925013	1.0588295	GARW
2044-04-24	south	22	1.075257	1.1280447	1.0297507	1.1094079	1.045473	1.0935783	1.0604147	GARW
2044-04-25	south	22	1.0763566	1.1291425	1.0310274	1.1103466	1.0470893	1.0950091	1.0617948	GARW
2044-04-26	south	22	1.077179	1.130188	1.0323539	1.1112735	1.0486543	1.0958449	1.0631841	GARW
2044-04-27	south	22	1.0785303	1.1311979	1.0337372	1.1122723	1.0497384	1.0967486	1.0642232	GARW
2044-04-28	south	22	1.0799794	1.1319212	1.0354612	1.1128997	1.051132	1.0975721	1.0654018	GARW
2044-04-29	south	22	1.0812427	1.1324586	1.0371789	1.1133798	1.0525304	1.0984994	1.0665821	GARW
2044-04-30	south	22	1.082039	1.1329516	1.0387174	1.1140697	1.054028	1.0995471	1.0680916	GARW
2044-05-01	south	22	1.0831604	1.1337527	1.0401835	1.115031	1.0551192	1.1007538	1.0692666	GARW
2044-05-02	south	22	1.0849161	1.1343238	1.0411665	1.1158816	1.0564076	1.1015365	1.071047	GARW
