date	location	variant	median_freq_nowcast	freq_upper_95	freq_lower_95	freq_upper_80	freq_lower_80	freq_upper_50	freq_lower_50	median_freq_forecast	freq_forecast_upper_95	freq_forecast_lower_95	freq_forecast_upper_80	freq_forecast_lower_80	freq_forecast_upper_50	freq_forecast_lower_50	model
2037-10-04	north	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0								GARW
2037-10-05	north	0	0.99825776	0.99935895	0.99562556	0.99912447	0.9967191	0.99881905	0.9976485								GARW
2037-10-06	north	0	0.97279584	0.9898442	0.9343244	0.9861757	0.9501361	0.981385	0.96359473								GARW
2037-10-07	north	0	0.94477546	0.9789677	0.87176156	0.9716197	0.90140784	0.9616828	0.9265763								GARW
2037-10-08	north	0	0.93360525	0.9744726	0.84854877	0.9656976	0.8829175	0.9537108	0.9120672								GARW
2037-10-09	north	0	0.92422247	0.9704912	0.8302838	0.960467	0.8680948	0.94700825	0.9001539								GARW
2037-10-10	north	0	0.9113946	0.9649164	0.80608445	0.95318025	0.84838736	0.9377642	0.883856								GARW
2037-10-11	north	0	0.9000379	0.959866	0.7855409	0.9466441	0.83121777	0.92951053	0.86961484								GARW
2037-10-12	north	0	0.891791	0.95603776	0.771086	0.9417408	0.81920433	0.92324924	0.859488								GARW
2037-10-13	north	0	0.88455784	0.95255226	0.7589425	0.93730354	0.80906254	0.91780794	0.85040927								GARW
2037-10-14	north	0	0.87771994	0.9491404	0.7476445	0.9330845	0.7989378	0.9124725	0.8420042								GARW
2037-10-15	north	0	0.8718637	0.9461053	0.73833936	0.9294863	0.79029727	0.90777785	0.83484614								GARW
2037-10-16	north	0	0.86707103	0.9435023	0.7312285	0.9263007	0.7837845	0.9038435	0.8290341								GARW
2037-10-17	north	0	0.8628961	0.9411824	0.7253391	0.923442	0.77844244	0.9004691	0.82417303								GARW
2037-10-18	north	0	0.8592931	0.9391709	0.72054857	0.92116094	0.7740759	0.897505	0.8203691								GARW
2037-10-19	north	0	0.85692465	0.937724	0.71781063	0.91971684	0.77171844	0.8954803	0.81831264								GARW
2037-10-20	north	0	0.86343616	0.94031274	0.7314402	0.9233373	0.7836239	0.899987	0.8279694								GARW
2037-10-21	north	0	0.8730304	0.94361293	0.74855405	0.927904	0.7971983	0.90584004	0.839534								GARW
2037-10-22	north	0	0.87621176	0.94444937	0.7554463	0.9292332	0.80242115	0.9076073	0.84399855								GARW
2037-10-23	north	0	0.87904096	0.9452877	0.76194376	0.93059254	0.8075791	0.9095017	0.8480793								GARW
2037-10-24	north	0	0.8837815	0.9469556	0.7717877	0.9330886	0.81637174	0.9128203	0.8544823								GARW
2037-10-25	north	0	0.8884945	0.9485488	0.78137904	0.935487	0.8251665	0.9158721	0.8608484								GARW
2037-10-26	north	0	0.8919327	0.94979405	0.7890605	0.9373403	0.8325253	0.9182909	0.8657911								GARW
2037-10-27	north	0	0.895293	0.95103717	0.7966842	0.9391154	0.8390495	0.920636	0.869987								GARW
2037-10-28	north	0	0.898939	0.9523661	0.8050002	0.9408143	0.8459899	0.9234092	0.8744691								GARW
2037-10-29	north	0	0.9024804	0.9536481	0.81365377	0.94253534	0.8520673	0.92578304	0.87935406								GARW
2037-10-30	north	0	0.9058907	0.9548553	0.82127666	0.9441782	0.85745525	0.9281009	0.8837936								GARW
2037-10-31	north	0	0.90949976	0.95603937	0.82821935	0.9460233	0.8627766	0.9303907	0.88848555								GARW
2037-11-01	north	0	0.9128792	0.9572259	0.8347236	0.94790405	0.86806196	0.932786	0.8928518								GARW
2037-11-02	north	0	0.9162033	0.9584338	0.84128636	0.9497137	0.8732533	0.9351681	0.8971625								GARW
2037-11-03	north	0	0.91912913	0.95966196	0.8477971	0.95142865	0.8781977	0.93730336	0.9010526								GARW
2037-11-04	north	0	0.9219298	0.9608577	0.85414547	0.9528429	0.88269866	0.9393922	0.9045606								GARW
2037-11-05	north	0	0.9249787	0.9620223	0.86028636	0.95435834	0.8873355	0.9413553	0.90811354								GARW
2037-11-06	north	0	0.9277488	0.9632628	0.8662129	0.9556657	0.8919625	0.943498	0.9118574								GARW
2037-11-07	north	0	0.93052113	0.9645414	0.87192744	0.9569216	0.896226	0.94545686	0.91543674								GARW
2037-11-08	north	0	0.93303716	0.96571267	0.87743765	0.9583082	0.90125257	0.94726145	0.918792								GARW
2037-11-09	north	0	0.93555963	0.96670055	0.8827483	0.9595276	0.90522146	0.9491862	0.92207175								GARW
2037-11-10	north	0	0.93822706	0.96764	0.88786244	0.9606961	0.90892607	0.95108986	0.92521155								GARW
2037-11-11	north	0	0.9407199	0.9684679	0.8927845	0.9618325	0.9123022	0.9528337	0.9280741								GARW
2037-11-12	north	0	0.9428115	0.96935374	0.89801	0.96296066	0.91618717	0.95474243	0.9306853								GARW
2037-11-13	north	0	0.9449906	0.9703155	0.90261304	0.96413946	0.91994584	0.9562837	0.9333318								GARW
2037-11-14	north	0	0.94690347	0.9712548	0.90668875	0.9655068	0.9236184	0.9578712	0.93601596								GARW
2037-11-15	north	0	0.9489918	0.9721477	0.9106506	0.9667396	0.92713875	0.95942193	0.9384062								GARW
2037-11-16	north	0	0.95078456	0.972911	0.9146526	0.96776694	0.92972076	0.960705	0.94069004								GARW
2037-11-17	north	0	0.95111585	0.9725657	0.9172707	0.9675833	0.93140423	0.96083474	0.94234097								GARW
2037-11-18	north	0	0.95179224	0.9728767	0.91886145	0.9681337	0.932941	0.961202	0.9435184								GARW
2037-11-19	north	0	0.9533701	0.9735728	0.9216235	0.9688444	0.9350463	0.96208334	0.94511604								GARW
2037-11-20	north	0	0.95494384	0.9744285	0.9244798	0.9695336	0.93728507	0.96321726	0.947065								GARW
2037-11-21	north	0	0.9563941	0.9749165	0.926985	0.9703262	0.9389636	0.9640595	0.9484183								GARW
2037-11-22	north	0	0.9575071	0.975482	0.9293104	0.97094697	0.9412519	0.9650587	0.94998014								GARW
2037-11-23	north	0	0.9589617	0.976142	0.9314657	0.9718342	0.9428105	0.9662962	0.9517739								GARW
2037-11-24	north	0	0.9602723	0.9768585	0.9344739	0.97264487	0.9451477	0.96729434	0.9535053								GARW
2037-11-25	north	0	0.9615625	0.97744614	0.9371863	0.97344786	0.9469026	0.9683122	0.95511574								GARW
2037-11-26	north	0	0.96292436	0.9781182	0.93908143	0.9742527	0.94869775	0.9692884	0.95668983								GARW
2037-11-27	north	0	0.964292	0.9787884	0.9412761	0.9750509	0.95074624	0.9703357	0.958125								GARW
2037-11-28	north	0	0.9655763	0.9795239	0.94346726	0.9758353	0.9525679	0.97139317	0.9595766								GARW
