date	location	variant	median_R	R_upper_95	R_lower_95	R_upper_80	R_lower_80	R_upper_50	R_lower_50	model
2039-04-03	north	0	0.97749966	0.98758465	0.96706575	0.9848424	0.9705914	0.98142135	0.9735919	GARW
2039-04-04	north	0	0.9740672	0.9840854	0.9638798	0.98132837	0.96737367	0.9778967	0.9704245	GARW
2039-04-05	north	0	0.9706062	0.98073655	0.96063083	0.97788835	0.9641129	0.9745017	0.9671986	GARW
2039-04-06	north	0	0.96736604	0.977424	0.9576072	0.9745712	0.960876	0.9711918	0.96406096	GARW
2039-04-07	north	0	0.96421176	0.97420484	0.95486426	0.9714736	0.95781887	0.9681133	0.96095	GARW
2039-04-08	north	0	0.96115696	0.97099066	0.95206976	0.96831185	0.9548076	0.96489096	0.9580382	GARW
2039-04-09	north	0	0.9582401	0.9678006	0.94920075	0.9650964	0.9517944	0.96199715	0.9552851	GARW
2039-04-10	north	0	0.9554271	0.9648418	0.94645965	0.96229464	0.9490889	0.9590688	0.9525099	GARW
2039-04-11	north	0	0.95266056	0.96208453	0.94390786	0.9594151	0.94651836	0.9563033	0.9497438	GARW
2039-04-12	north	0	0.94998527	0.9593089	0.94140804	0.9567814	0.94400513	0.95357454	0.9470859	GARW
2039-04-13	north	0	0.947431	0.9567874	0.93890125	0.9542144	0.9415864	0.9509806	0.9445137	GARW
2039-04-14	north	0	0.9448868	0.9542362	0.9365128	0.9516656	0.9391824	0.94849765	0.9419253	GARW
2039-04-15	north	0	0.94251096	0.9518634	0.934079	0.9492176	0.9368107	0.9460779	0.9394977	GARW
2039-04-16	north	0	0.94021153	0.94954723	0.9318992	0.9468576	0.93447435	0.9436649	0.93714654	GARW
2039-04-17	north	0	0.9378817	0.94722253	0.9297875	0.9446661	0.93209225	0.9412396	0.93488526	GARW
2039-04-18	north	0	0.9356411	0.94493157	0.9276017	0.9423979	0.9298086	0.9389388	0.93268675	GARW
2039-04-19	north	0	0.93354094	0.94279206	0.9254785	0.94018894	0.9277083	0.9367506	0.9306082	GARW
2039-04-20	north	0	0.9314791	0.9406783	0.92342436	0.93805003	0.925801	0.9345934	0.9286022	GARW
2039-04-21	north	0	0.929536	0.9387203	0.9214466	0.9361617	0.92375815	0.93265843	0.9266826	GARW
2039-04-22	north	0	0.9276202	0.9367995	0.9195221	0.93416816	0.9217501	0.9306965	0.9248456	GARW
2039-04-23	north	0	0.9258079	0.93489057	0.91765285	0.93231606	0.9199645	0.9288183	0.92305374	GARW
2039-04-24	north	0	0.92398894	0.93303823	0.9159636	0.9303609	0.9182441	0.9270389	0.9212981	GARW
2039-04-25	north	0	0.92231184	0.93130076	0.91426235	0.92856383	0.9165294	0.9252534	0.91946244	GARW
2039-04-26	north	0	0.9205838	0.92954415	0.9125992	0.92675674	0.91489434	0.92354894	0.91773987	GARW
2039-04-27	north	0	0.91897917	0.92781264	0.9110066	0.92500114	0.9133986	0.9219366	0.9161501	GARW
2039-04-28	north	0	0.9174305	0.9262091	0.9094497	0.9233105	0.9119783	0.92030346	0.91460407	GARW
2039-04-29	north	0	0.91591847	0.9247068	0.9079841	0.9217648	0.91056687	0.9187906	0.91310287	GARW
2039-04-30	north	0	0.9145044	0.9232545	0.90657854	0.9202786	0.9091749	0.91736907	0.9115942	GARW
2039-05-01	north	0	0.9131154	0.92184925	0.9051878	0.918909	0.90774435	0.9159262	0.9102119	GARW
2039-05-02	north	0	0.91181123	0.9204339	0.90381354	0.9175564	0.90636736	0.9146589	0.90890956	GARW
2039-05-03	north	0	0.9105535	0.919076	0.9025612	0.91636425	0.90514827	0.9133662	0.9076123	GARW
2039-05-04	north	0	0.9093622	0.91787946	0.9013564	0.9149944	0.9038879	0.9121036	0.9063488	GARW
2039-05-05	north	0	0.9081609	0.91673005	0.90017414	0.9138348	0.90273803	0.91090465	0.9051636	GARW
2039-05-06	north	0	0.9070457	0.915626	0.8989477	0.91265607	0.9015886	0.90977454	0.90398645	GARW
