date	location	variant	median_R	R_upper_95	R_lower_95	R_upper_80	R_lower_80	R_upper_50	R_lower_50	model
2038-10-06	north	0	1.0009822	1.0104438	0.99161696	1.0078627	0.99475056	1.0044367	0.9978766	GARW
2038-10-07	north	0	1.0007644	1.010131	0.9917384	1.0074332	0.99464446	1.0041215	0.9977606	GARW
2038-10-08	north	0	1.0008656	1.0100044	0.991688	1.0071952	0.99451697	1.0040225	0.99771017	GARW
2038-10-09	north	0	1.0008135	1.0100775	0.99175006	1.0070763	0.99458534	1.0039247	0.9977221	GARW
2038-10-10	north	0	1.0009773	1.0103029	0.9921949	1.0070252	0.9947622	1.0039734	0.9977998	GARW
2038-10-11	north	0	1.0010662	1.0105596	0.992397	1.0072516	0.995061	1.0041703	0.99805546	GARW
2038-10-12	north	0	1.0013912	1.0108458	0.99241066	1.0075605	0.99533683	1.0043828	0.9982598	GARW
2038-10-13	north	0	1.0017116	1.011201	0.99243313	1.0080619	0.99557835	1.0046834	0.9985218	GARW
2038-10-14	north	0	1.0021825	1.0117267	0.99281496	1.0085257	0.995948	1.0050633	0.99897575	GARW
2038-10-15	north	0	1.0027019	1.0123843	0.9933247	1.0091119	0.9965505	1.0056934	0.99942374	GARW
2038-10-16	north	0	1.0032197	1.013029	0.9940011	1.009683	0.99691314	1.006264	0.99991405	GARW
2038-10-17	north	0	1.0039146	1.0137336	0.99469566	1.0101448	0.99751294	1.006887	1.0005724	GARW
2038-10-18	north	0	1.0046294	1.0143803	0.99542207	1.0107869	0.9981638	1.0075612	1.0012157	GARW
2038-10-19	north	0	1.0054262	1.0151446	0.9961974	1.0116234	0.9989708	1.0083399	1.0019349	GARW
2038-10-20	north	0	1.0063306	1.01605	0.99713975	1.0126257	0.9999163	1.0092126	1.0028374	GARW
2038-10-21	north	0	1.0072411	1.0170557	0.99800855	1.0137064	1.0007279	1.0102447	1.0037917	GARW
2038-10-22	north	0	1.008167	1.0181295	0.9990043	1.0146991	1.0016315	1.0112112	1.0046198	GARW
2038-10-23	north	0	1.0091133	1.0192134	1.0000638	1.0157782	1.0026873	1.0122925	1.0055287	GARW
2038-10-24	north	0	1.0101659	1.0203844	1.0011046	1.016898	1.0036509	1.0133915	1.0065448	GARW
2038-10-25	north	0	1.0112426	1.0215851	1.0021303	1.0180595	1.0048579	1.0145812	1.0076807	GARW
2038-10-26	north	0	1.0123386	1.0227789	1.0032824	1.0192393	1.0059948	1.015773	1.0088687	GARW
2038-10-27	north	0	1.0135357	1.0239396	1.0044376	1.0204378	1.0072511	1.0169483	1.0100539	GARW
2038-10-28	north	0	1.0147607	1.0252244	1.0056946	1.0216466	1.0085617	1.0181752	1.0114074	GARW
2038-10-29	north	0	1.0161035	1.0266408	1.0070012	1.0228986	1.0099248	1.0194507	1.0127839	GARW
2038-10-30	north	0	1.0174022	1.0280911	1.0083215	1.0242833	1.0113783	1.0207658	1.0141598	GARW
