date	location	variant	median_R	R_upper_95	R_lower_95	R_upper_80	R_lower_80	R_upper_50	R_lower_50	model
2038-04-07	south	12	1.0582473	1.0653543	1.0500069	1.0628669	1.0530652	1.0608094	1.0550966	GARW
2038-04-08	south	12	1.0580927	1.0651734	1.0499501	1.0625613	1.0530509	1.0605729	1.0550009	GARW
2038-04-09	south	12	1.0579925	1.0649732	1.049935	1.0622979	1.052981	1.0604031	1.0548747	GARW
2038-04-10	south	12	1.0577793	1.0650729	1.0499481	1.0619771	1.0528926	1.0602529	1.0549407	GARW
2038-04-11	south	12	1.0576588	1.0651133	1.0498369	1.0619271	1.0530043	1.0601332	1.0549185	GARW
2038-04-12	south	12	1.0575919	1.0649016	1.049779	1.0619917	1.0530323	1.0600355	1.0548825	GARW
2038-04-13	south	12	1.0575829	1.064536	1.0497807	1.0620705	1.052926	1.0601075	1.0549083	GARW
2038-04-14	south	12	1.0575092	1.0645133	1.0499915	1.0621672	1.0528682	1.0601228	1.0549259	GARW
2038-04-15	south	12	1.0574389	1.0646768	1.0499372	1.0622694	1.0529977	1.0602933	1.0549028	GARW
2038-04-16	south	12	1.057528	1.065036	1.0499846	1.0624545	1.0530381	1.0603986	1.0549704	GARW
2038-04-17	south	12	1.0576591	1.0651591	1.050056	1.0624804	1.0529752	1.0604734	1.0550945	GARW
2038-04-18	south	12	1.0577457	1.0655012	1.0501958	1.0626789	1.0530175	1.0606174	1.0551984	GARW
2038-04-19	south	12	1.0579869	1.0657445	1.0502495	1.0628922	1.0530852	1.0607574	1.0553647	GARW
2038-04-20	south	12	1.0580859	1.0659192	1.0503476	1.0632181	1.0532548	1.0610914	1.0555019	GARW
2038-04-21	south	12	1.0582354	1.0661297	1.0504901	1.0635471	1.053465	1.0613762	1.0555737	GARW
2038-04-22	south	12	1.0584037	1.0663818	1.0507731	1.063792	1.053683	1.0616107	1.0557586	GARW
2038-04-23	south	12	1.0585675	1.0666709	1.051027	1.0641809	1.0538902	1.0618658	1.0560199	GARW
2038-04-24	south	12	1.0588036	1.0669976	1.0513487	1.0645164	1.0540601	1.062155	1.0563223	GARW
2038-04-25	south	12	1.0591806	1.0674235	1.0517066	1.064902	1.0543252	1.0624291	1.0566641	GARW
2038-04-26	south	12	1.059516	1.0678192	1.051863	1.0653064	1.0546553	1.0627097	1.0569571	GARW
2038-04-27	south	12	1.0599046	1.0681231	1.0519881	1.0656868	1.0548854	1.0631303	1.057282	GARW
2038-04-28	south	12	1.0602472	1.0684471	1.0523516	1.0660726	1.0551927	1.0635202	1.0577338	GARW
2038-04-29	south	12	1.0606673	1.0688422	1.0527853	1.0665084	1.055508	1.0638701	1.0581248	GARW
2038-04-30	south	12	1.0611148	1.0692594	1.0532461	1.0669253	1.0559384	1.0643272	1.0585022	GARW
2038-05-01	south	12	1.0616505	1.0696871	1.0537349	1.067347	1.0564835	1.0647014	1.0588983	GARW
2038-05-02	south	12	1.0621604	1.0701315	1.0542508	1.0677998	1.0569365	1.0650887	1.0593123	GARW
2038-05-03	south	12	1.062604	1.0705737	1.0547484	1.0682235	1.0574454	1.0654644	1.0597656	GARW
2038-05-04	south	12	1.0631636	1.0710225	1.0552604	1.0685786	1.0579342	1.0659157	1.0602618	GARW
2038-05-05	south	12	1.0637333	1.0715057	1.0557984	1.0690823	1.058426	1.0663885	1.0607831	GARW
2038-05-06	south	12	1.0642985	1.0720059	1.0563614	1.0695105	1.0589561	1.0669658	1.061426	GARW
2038-05-07	south	12	1.0648341	1.0725096	1.0568848	1.0700063	1.0595264	1.0675536	1.0619414	GARW
2038-05-08	south	12	1.0654616	1.073017	1.0574347	1.0705155	1.0601801	1.0681735	1.062459	GARW
