date	country	cases
2044-10-06	north	0
2044-10-06	south	0
2044-10-06	tropics	57
2044-10-14	north	0
2044-10-14	south	0
2044-10-14	tropics	61
2044-10-21	north	0
2044-10-21	south	0
2044-10-21	tropics	64
2044-10-27	north	1
2044-10-27	south	0
2044-10-27	tropics	68
2044-11-03	north	1
2044-11-03	south	0
2044-11-03	tropics	72
2044-11-10	north	2
2044-11-10	south	0
2044-11-10	tropics	78
2044-11-18	north	2
2044-11-18	south	0
2044-11-18	tropics	84
2044-11-25	north	3
2044-11-25	south	0
2044-11-25	tropics	87
2044-12-02	north	3
2044-12-02	south	0
2044-12-02	tropics	90
2044-12-08	north	4
2044-12-08	south	0
2044-12-08	tropics	96
2044-12-15	north	5
2044-12-15	south	0
2044-12-15	tropics	102
2044-12-22	north	7
2044-12-22	south	0
2044-12-22	tropics	108
2044-12-29	north	8
2044-12-29	south	0
2044-12-29	tropics	110
2045-01-06	north	10
2045-01-06	south	0
2045-01-06	tropics	117
2045-01-13	north	14
2045-01-13	south	0
2045-01-13	tropics	122
2045-01-19	north	17
2045-01-19	south	0
2045-01-19	tropics	127
2045-01-26	north	22
2045-01-26	south	0
2045-01-26	tropics	129
2045-02-02	north	29
2045-02-02	south	0
2045-02-02	tropics	135
2045-02-10	north	36
2045-02-10	south	0
2045-02-10	tropics	138
2045-02-17	north	45
2045-02-17	south	0
2045-02-17	tropics	143
2045-02-24	north	53
2045-02-24	south	0
2045-02-24	tropics	148
2045-03-02	north	62
2045-03-02	south	0
2045-03-02	tropics	155
2045-03-09	north	71
2045-03-09	south	0
2045-03-09	tropics	158
2045-03-17	north	80
2045-03-17	south	0
2045-03-17	tropics	161
2045-03-24	north	87
2045-03-24	south	1
2045-03-24	tropics	165
2045-03-31	north	92
2045-03-31	south	1
2045-03-31	tropics	170
2045-04-07	north	95
2045-04-07	south	1
2045-04-07	tropics	175
2045-04-14	north	96
2045-04-14	south	1
2045-04-14	tropics	179
2045-04-20	north	93
2045-04-20	south	1
2045-04-20	tropics	187
2045-04-27	north	88
2045-04-27	south	2
2045-04-27	tropics	192
2045-05-05	north	83
2045-05-05	south	2
2045-05-05	tropics	201
2045-05-12	north	76
2045-05-12	south	3
2045-05-12	tropics	209
2045-05-19	north	69
2045-05-19	south	3
2045-05-19	tropics	215
2045-05-26	north	60
2045-05-26	south	4
2045-05-26	tropics	227
2045-06-01	north	52
2045-06-01	south	6
2045-06-01	tropics	239
2045-06-09	north	45
2045-06-09	south	9
2045-06-09	tropics	251
2045-06-16	north	39
2045-06-16	south	11
2045-06-16	tropics	273
2045-06-23	north	33
2045-06-23	south	16
2045-06-23	tropics	295
2045-06-30	north	29
2045-06-30	south	24
2045-06-30	tropics	326
2045-07-07	north	24
2045-07-07	south	34
2045-07-07	tropics	361
2045-07-14	north	23
2045-07-14	south	49
2045-07-14	tropics	410
2045-07-21	north	21
2045-07-21	south	71
2045-07-21	tropics	466
2045-07-28	north	19
2045-07-28	south	103
2045-07-28	tropics	539
2045-08-04	north	19
2045-08-04	south	145
2045-08-04	tropics	632
2045-08-11	north	19
2045-08-11	south	203
2045-08-11	tropics	740
2045-08-18	north	21
2045-08-18	south	278
2045-08-18	tropics	857
2045-08-25	north	24
2045-08-25	south	373
2045-08-25	tropics	993
2045-09-01	north	29
2045-09-01	south	487
2045-09-01	tropics	1144
2045-09-08	north	37
2045-09-08	south	615
2045-09-08	tropics	1289
2045-09-15	north	49
2045-09-15	south	742
2045-09-15	tropics	1426
2045-09-22	north	66
2045-09-22	south	871
2045-09-22	tropics	1545
2045-09-29	north	92
2045-09-29	south	964
2045-09-29	tropics	1615
