country	variant	week_start	year_week	sequences	date	variant_frequency	smoothed_sequences	variant_frequency_smoothed	cases	variant_incidence	variant_incidence_smoothed	growth_rate_r_data	median_r	model	analysis_date	r_lower_95	r_upper_95	r_lower_80	r_upper_80	r_lower_50	r_upper_50	abs_error
south	12	2036-10-06	2036-40	28.0	2036-10-12	1.0	27.994817191795644	0.9387096602323656	173.0	173.0	162.39677122019924		-0.027223825	GARW	2037-10-01	-0.03642551	-0.01808914	-0.033078097	-0.021202043	-0.030391693	-0.02409947	
south	12	2036-10-13	2036-41	25.0	2036-10-19	1.0	25.013896813985838	0.9635539154538018	169.0	169.0	162.8406117116925		-0.01987052	GARW	2037-10-01	-0.028917741	-0.010817012	-0.025748014	-0.014529946	-0.0229913	-0.017032027	0.020260424895236905
south	12	2036-10-20	2036-42	25.0	2036-10-26	1.0	24.975684699410053	0.984878085367331	155.0	155.0	152.6561032319363	-0.00922631141419166	-0.020165205	GARW	2037-10-01	-0.029281676	-0.011098588	-0.02592125	-0.014822292	-0.023356438	-0.017277598	0.01093889358580834
south	12	2036-10-27	2036-43	21.0	2036-11-02	1.0	21.032452709870395	0.9998726884550192	143.0	143.0	142.98179444906773	-0.009352912805443989	-0.020905018	GARW	2037-10-01	-0.029810095	-0.012450065	-0.026412677	-0.015532208	-0.023715377	-0.01806736	0.011552105194556012
south	12	2036-11-03	2036-44	23.0	2036-11-09	1.0	22.964869307510845	0.9995674297295135	129.0	129.0	128.94419843510724	-0.014762510014921	-0.021231651	GARW	2037-10-01	-0.029666055	-0.0134490095	-0.02663207	-0.016388893	-0.0240556	-0.018703222	0.006469140985079001
south	12	2036-11-10	2036-45	13.0	2036-11-16	1.0	13.03117950691294	0.9993347028075836	113.0	113.0	112.92482141725695	-0.01895106291344817	-0.021816969	GARW	2037-10-01	-0.029711341	-0.014505206	-0.02660513	-0.0173038	-0.024393559	-0.019506931	0.0028659060865518296
south	12	2036-11-17	2036-46	11.0	2036-11-23	1.0	10.97696729593569	0.9991653720285281	98.0	98.0	97.91820645879575	-0.020369971129755422	-0.022265196	GARW	2037-10-01	-0.029850293	-0.015535527	-0.02671647	-0.01808486	-0.024669409	-0.020184278	0.0018952248702445787
south	12	2036-11-24	2036-47	9.0	2036-11-30	1.0	9.01395485596901	0.9990518666031462	83.0	83.0	82.92130492806113		-0.022607088	GARW	2037-10-01	-0.030040765	-0.016733464	-0.02704997	-0.01859851	-0.025036573	-0.020646572	0.0011415516523269852
south	12	2036-12-01	2036-48	10.0	2036-12-07	1.0	9.996646646334291	0.9989878335813741	71.0	71.0	70.92813618427756		-0.022964954	GARW	2037-10-01	-0.029784216	-0.017329777	-0.027028656	-0.019016074	-0.02530253	-0.021109939	0.0006471216284837621
south	12	2036-12-08	2036-49	8.0	2036-12-14	1.0	7.984204542952352	0.9989678717735364	61.0	61.0	60.93704017818572		-0.023288608	GARW	2037-10-01	-0.029556071	-0.017427484	-0.02723596	-0.019362831	-0.025380611	-0.02141893	0.0015991801284816823
south	12	2036-12-15	2036-50	5.0	2036-12-21	1.0	5.068706409790153	0.9989873238214598	51.0	51.0	50.94835351489445		-0.023525357	GARW	2037-10-01	-0.0293468	-0.01704685	-0.027213931	-0.019470477	-0.025435925	-0.021413803	0.0020501800704129346
south	12	2037-05-18	2037-20	10.0	2037-05-24	0.5555555555555556	10.033635620402022	0.5255499774770671	102.0	56.66666666666667	53.60609770266085	0.00033019728099180736	0.03721547	GARW	2037-10-01	0.029509883	0.044634238	0.032339383	0.04190659	0.034424305	0.039580166	0.03688527271900819
south	12	2037-05-25	2037-21	16.0	2037-05-31	0.5161290322580645	15.956058006218008	0.4917695035233731	143.0	73.80645161290322	70.32303900384235	0.03877666350081783	0.03765869	GARW	2037-10-01	0.030320145	0.044836584	0.032250404	0.042374134	0.034915566	0.039915085	0.001117973500817826
south	12	2037-06-01	2037-22	12.0	2037-06-07	0.27906976744186046	12.053162589916067	0.45792998927230383	207.0	57.76744186046511	94.7915077793669	0.04265433652009928	0.0375638	GARW	2037-10-01	0.029807735	0.04447716	0.032021236	0.041920092	0.034459114	0.039931178	0.005090536520099276
south	12	2037-06-08	2037-23	17.0	2037-06-14	0.34	16.934280473080246	0.4239653105608787	308.0	104.72000000000001	130.58131565275065	0.04575947375707022	0.036811113	GARW	2037-10-01	0.028858136	0.044512413	0.031329393	0.041258715	0.03369534	0.039153457	0.008948360757070221
south	12	2037-06-15	2037-24	20.0	2037-06-21	0.22727272727272727	20.079650626456377	0.39011285607527296	461.0	104.77272727272727	179.84202665070083	0.045726099238280735	0.03510189	GARW	2037-10-01	0.027221132	0.04413758	0.0294312	0.04012289	0.031935215	0.037766337	0.010624209238280738
south	12	2037-06-22	2037-25	42.0	2037-06-28	0.3684210526315789	41.91569742577541	0.3565070867900481	694.0	255.68421052631578	247.4159182322934	0.04557028059227949	0.032371044	GARW	2037-10-01	0.024101436	0.041969456	0.026643133	0.038266275	0.028909326	0.035414696	0.013199236592279485
south	12	2037-06-29	2037-26	38.0	2037-07-05	0.23170731707317074	38.06942587105914	0.3232540920611063	1036.0	240.0487804878049	334.8912393753061	0.043247860079354564	0.028407812	GARW	2037-10-01	0.019524265	0.0387324	0.022467231	0.034944724	0.025175095	0.031683803	0.014840048079354563
south	12	2037-07-06	2037-27	56.0	2037-07-12	0.2204724409448819	55.96379545641366	0.29045996124434986	1521.0	335.33858267716533	441.78960105265617	0.03957541892819906	0.023079872	GARW	2037-10-01	0.014564586	0.033344857	0.017406225	0.029609537	0.01984799	0.026357412	0.01649554692819906
south	12	2037-07-13	2037-28	66.0	2037-07-19	0.18181818181818182	65.99807758541166	0.25823078369568075	2163.0	393.2727272727273	558.5531851337574	0.03350229849665519	0.016300678	GARW	2037-10-01	0.0088470215	0.025596896	0.010943174	0.02272954	0.01320684	0.019101739	0.01720162049665519
south	12	2037-07-20	2037-29	71.0	2037-07-26	0.14609053497942387	71.02775476682513	0.2266726487710013	2897.0	423.224279835391	656.6706634895908	0.02311896815327292	0.00806427	GARW	2037-10-01	0.0001814604	0.017116142	0.0029326917	0.013618612	0.005314827	0.010836124	0.015054698153272919
south	12	2037-07-27	2037-30	92.0	2037-08-02	0.1597222222222222	91.96881983153018	0.19589164582621368	3628.0	579.4722222222222	710.6948910575032	0.011294370231848332	-0.0010790825	GARW	2037-10-01	-0.010416424	0.008280294	-0.0070096017	0.004491806	-0.00426054	0.0019721985	0.012373452731848332
south	12	2037-08-03	2037-31	93.0	2037-08-09	0.14241960183767227	93.01440422836367	0.16599386421722004	4164.0	593.0352220520673	691.1984506005042	-0.0039737479030636435	-0.010687828	GARW	2037-10-01	-0.02173351	-0.0005065424	-0.01753931	-0.0035003198	-0.014405966	-0.0069042444	0.006714080096936356
