country	variant	week_start	year_week	sequences	date	variant_frequency	smoothed_sequences	variant_frequency_smoothed	cases	variant_incidence	variant_incidence_smoothed	growth_rate_r_data	median_r	model	analysis_date	r_lower_95	r_upper_95	r_lower_80	r_upper_80	r_lower_50	r_upper_50	abs_error
north	18	2045-04-03	2045-14	97.0	2045-04-09	1.0	97.01304703877116	0.9641897331854266	613.0	613.0	591.0483064426664		-0.026632309	GARW	2046-04-01	-0.03535974	-0.016841788	-0.03282566	-0.020438293	-0.029862642	-0.023455858	
north	18	2045-04-10	2045-15	93.0	2045-04-16	1.0	92.96926191764373	0.9765349484798618	587.0	587.0	573.2260147576789		-0.024199009	GARW	2046-04-01	-0.033169363	-0.014002201	-0.030283356	-0.017412664	-0.0274117	-0.020783186	0.019825056028674473
north	18	2045-04-17	2045-16	72.0	2045-04-23	0.972972972972973	72.04115552724402	0.987140689718571	541.0	526.3783783783784	534.0431131377469	-0.01011478687742289	-0.030544281	GARW	2046-04-01	-0.039420724	-0.020209963	-0.036482524	-0.023674013	-0.033623934	-0.026782036	0.020429494122577108
north	18	2045-04-24	2045-17	69.0	2045-04-30	1.0	68.96828606762138	0.9961234558980272	486.0	486.0	484.11599956644125	-0.014021717912541096	-0.03733778	GARW	2046-04-01	-0.045814157	-0.027745904	-0.04323969	-0.031393528	-0.040231705	-0.033831835	0.023316062087458907
north	18	2045-05-01	2045-18	59.0	2045-05-07	0.9833333333333333	59.00287959086863	0.9971039608485917	428.0	420.8666666666666	426.7604952431972	-0.01801451310449233	-0.044337273	GARW	2046-04-01	-0.052455783	-0.03592372	-0.05002289	-0.03870182	-0.04711914	-0.04147601	0.026322759895507673
north	18	2045-05-08	2045-19	56.0	2045-05-14	1.0	56.03582307128432	0.9957866984132896	363.0	363.0	361.47057152402414	-0.02372033186891428	-0.050806522	GARW	2046-04-01	-0.059019934	-0.043161675	-0.0562078	-0.045792677	-0.05353403	-0.048196673	0.027086190131085718
north	18	2045-05-15	2045-20	56.0	2045-05-21	0.9824561403508771	55.930326628312045	0.9943467617284292	305.0	299.64912280701753	303.2757623271709	-0.025076876201265894	-0.05642438	GARW	2046-04-01	-0.06530565	-0.04895893	-0.061460637	-0.051707268	-0.059182644	-0.053928375	0.031347503798734105
north	18	2045-05-22	2045-21	31.0	2045-05-28	1.0	31.085260271643026	0.9927774624227496	249.0	249.0	247.20158814326464	-0.029205478316149756	-0.06085682	GARW	2046-04-01	-0.069207154	-0.053860493	-0.066175506	-0.056538727	-0.06348419	-0.05861187	0.03165134168385024
north	18	2045-05-29	2045-22	33.0	2045-06-04	1.0	32.91878427689102	0.9910715231622047	201.0	201.0	199.20537615560315	-0.030838259510201662	-0.06432533	GARW	2046-04-01	-0.072631694	-0.057673763	-0.069276236	-0.05987668	-0.066697955	-0.061917186	0.033487070489798335
north	18	2045-06-05	2045-23	23.0	2045-06-11	1.0	23.067529556379824	0.9892208361305982	160.0	160.0	158.27533378089572	-0.032857171174924434	-0.06646609	GARW	2046-04-01	-0.07558207	-0.05938923	-0.07160783	-0.06202908	-0.06900847	-0.06410241	0.03360891882507557
north	18	2045-06-12	2045-24	21.0	2045-06-18	1.0	20.946644244703315	0.9872161985457399	126.0	126.0	124.38924101676324	-0.034417206533347615	-0.067424536	GARW	2046-04-01	-0.076272026	-0.060043868	-0.07266255	-0.06251874	-0.069942	-0.06506324	0.03300732946665238
