country	variant	week_start	year_week	sequences	date	variant_frequency	smoothed_sequences	variant_frequency_smoothed	cases	variant_incidence	variant_incidence_smoothed	growth_rate_r_data	median_r	model	analysis_date	r_lower_95	r_upper_95	r_lower_80	r_upper_80	r_lower_50	r_upper_50	abs_error
tropics	5	2030-04-15	2030-15	10.0	2030-04-21	1.0	10.072993015942238	0.9962392184723643	54	54.0	53.796917797507675		0.01451242	GARW	2030-10-01	0.013751358	0.015268033	0.014008951	0.015032434	0.014246762	0.014772773	
tropics	5	2030-04-22	2030-16	13.0	2030-04-28	1.0	12.939263024887282	0.9958560965321469	58	58.0	57.75965359886452		0.014302254	GARW	2030-10-01	0.013600367	0.015040946	0.013810515	0.014801597	0.014056206	0.0145564675	0.004148779457205877
tropics	5	2030-04-29	2030-17	7.0	2030-05-05	1.0	7.01632936389385	0.9954779595651555	65	65.0	64.7060673717351		0.01405406	GARW	2030-10-01	0.013429618	0.014795875	0.013576603	0.014526653	0.013815045	0.01429224	0.0021694366843581225
tropics	5	2030-05-06	2030-18	7.0	2030-05-12	1.0	7.059383233383241	0.9931125896902742	72	72.0	71.50410645769973		0.013784647	GARW	2030-10-01	0.013072694	0.014443266	0.013305092	0.014199495	0.013546109	0.014000654	0.0004867682740078653
tropics	5	2030-05-13	2030-19	13.0	2030-05-19	1.0	12.873940320138791	0.9895363468053259	80	80.0	79.16290774442606	0.014536138790101358	0.013453007	GARW	2030-10-01	0.012649715	0.014114846	0.012981797	0.01384263	0.013204217	0.013677239	0.0010831317901013587
tropics	5	2030-05-20	2030-20	12.0	2030-05-26	0.9230769230769231	12.140761688971628	0.9858252400493206	89	82.15384615384616	87.73844636438953	0.014693190822566546	0.01306963	GARW	2030-10-01	0.012298763	0.01378485	0.012596798	0.013464737	0.012836933	0.013318181	0.0016235608225665457
tropics	5	2030-05-27	2030-21	19.0	2030-06-02	1.0	18.931346612958354	0.9821084458620231	97	97.0	95.26451924861624	0.011756749590308908	0.012665987	GARW	2030-10-01	0.011909413	0.013365306	0.012190819	0.01308732	0.012415767	0.012906551	0.0009092374096910921
tropics	5	2030-06-03	2030-22	18.0	2030-06-09	1.0	17.921771934493798	0.9785151406831986	106	106.0	103.72260491241904	0.012151805680055361	0.012208462	GARW	2030-10-01	0.011506892	0.012902903	0.011742925	0.012661934	0.011987209	0.012461543	5.6656319944638905e-05
tropics	5	2030-06-10	2030-23	18.0	2030-06-16	1.0	18.17803683656982	0.9751745009526122	114	114.0	111.16989310859779	0.009905646360749263	0.011752844	GARW	2030-10-01	0.011055648	0.01240629	0.0113161085	0.0122310165	0.011528611	0.012005925	0.0018471976392507375
tropics	5	2030-06-17	2030-24	21.0	2030-06-23	1.0	20.862575453174806	0.9722157031100284	123	123.0	119.58253148253348	0.01042102475409352	0.011306524	GARW	2030-10-01	0.0105621815	0.011964477	0.010827971	0.011796999	0.011057854	0.01155889	0.0008854992459064806
tropics	5	2030-06-24	2030-25	22.0	2030-06-30	1.0	22.05361506007273	0.9697679235952126	135	135.0	130.9186696853537	0.012938502184522653	0.010878801	GARW	2030-10-01	0.009919834	0.011572384	0.0103220465	0.011383104	0.0105878115	0.011121392	0.002059701184522653
tropics	5	2030-07-01	2030-26	20.0	2030-07-07	1.0	19.910335427055696	0.9679603388479296	148	148.0	143.25813014949358	0.01286740295032526	0.010451794	GARW	2030-10-01	0.009462249	0.011273479	0.009870052	0.0109998705	0.010155797	0.010730863	0.002415608950325259
tropics	5	2030-07-08	2030-27	23.0	2030-07-14	1.0	23.262454654969996	0.9669221253079447	156	156.0	150.83985154803938	0.007367225609520618	0.010080814	GARW	2030-10-01	0.009062744	0.010938085	0.009459781	0.0106573105	0.009781003	0.010387301	0.0027135883904793826
tropics	5	2030-07-15	2030-28	27.0	2030-07-21	0.9642857142857143	26.626436129123345	0.9667824594150227	169	162.96428571428572	163.38623564113885	0.011414036207734337	0.009786367	GARW	2030-10-01	0.008705163	0.010670757	0.009094668	0.010360956	0.009436965	0.010079861	0.0016276692077343367
tropics	5	2030-07-22	2030-29	29.0	2030-07-28	1.0	29.261489890427885	0.9676705176089289	181	181.0	175.14836368721612	0.009930923653343169	0.009511709	GARW	2030-10-01	0.008272099	0.010398651	0.008803797	0.010090494	0.009125471	0.009826064	0.00041921465334316885
tropics	5	2030-07-29	2030-30	33.0	2030-08-04	1.0	32.95398551361139	0.969715476329428	194	194.0	188.12480240790904	0.010210311132908727	0.009297848	GARW	2030-10-01	0.008003843	0.010223223	0.008545685	0.009942484	0.008847594	0.009615064	0.0009124631329087279
tropics	5	2030-08-05	2030-31	37.0	2030-08-11	1.0	36.88856679344749	0.973046512016285	212	212.0	206.28586054745242	0.013165327749010278	0.0090818405	GARW	2030-10-01	0.0077038766	0.010118568	0.008276892	0.009741259	0.008627772	0.009440064	0.004083487249010278
tropics	5	2030-08-12	2030-32	37.0	2030-08-18	1.0	37.20472319842076	0.9777928011092649	227	227.0	221.95896585180313	0.010461378122841885	0.008929014	GARW	2030-10-01	0.0073031904	0.0100203995	0.008005047	0.009641361	0.0083886385	0.009317517	0.0015323641228418838
tropics	5	2030-08-19	2030-33	45.0	2030-08-25	1.0	44.7463858177194	0.9840835200481328	239	239.0	235.19596129150375	0.008275216887890633	0.008758545	GARW	2030-10-01	0.006962049	0.010017777	0.0077103614	0.009624243	0.00820148	0.009200573	0.0004833281121093668
tropics	5	2030-08-26	2030-34	40.0	2030-09-01	1.0	40.24865672132651	0.9920478452726538	255	255.0	252.97220054452671	0.010408651274617828	0.008579016	GARW	2030-10-01	0.0066422704	0.010014272	0.007463789	0.009548092	0.008002996	0.009113073	0.001829635274617828
tropics	5	2030-09-02	2030-35	46.0	2030-09-08	0.9787234042553191	45.8087640610649	0.9938646800113896	268	262.2978723404255	266.35573424305244	0.007364736955523453	0.0084273815	GARW	2030-10-01	0.006216717	0.010084403	0.0071353912	0.009581708	0.0077871084	0.009117007	0.001062644544476546
tropics	5	2030-09-09	2030-36	43.0	2030-09-15	0.9772727272727273	43.107180893179624	0.9943002939680912	281	274.6136363636364	279.3983826050336	0.006829413697505464	0.008255005	GARW	2030-10-01	0.005880165	0.010215535	0.0068036555	0.009658288	0.0075773	0.009082794	0.001425591302494535
tropics	5	2030-09-16	2030-37	44.0	2030-09-22	1.0	43.96208479644238	0.994803532891167	288	288.0	286.5034174726561	0.00358740092058201	0.008100748	GARW	2030-10-01	0.005597162	0.010513914	0.0063868044	0.009740257	0.007352948	0.009177089	0.0045133470794179896
tropics	5	2030-09-23	2030-38	52.0	2030-09-29	1.0	52.00619423427076	0.9953723819214843	298	298.0	296.6209698126023	0.004957809059863395	0.007958889	GARW	2030-10-01	0.0047389865	0.010980834	0.005837536	0.009963559	0.007076025	0.009272218	0.003001079940136605
