date	country	variant	sequences
2029-04-01	north	5	2
2029-04-01	tropics	5	3
2029-04-08	north	5	3
2029-04-08	tropics	5	3
2029-04-15	north	5	1
2029-04-15	north	6	1
2029-04-22	north	5	1
2029-04-22	south	5	1
2029-04-29	north	5	1
2029-04-29	north	6	1
2029-04-29	tropics	5	2
2029-05-06	north	5	1
2029-05-06	tropics	5	1
2029-05-13	tropics	5	2
2029-05-20	north	5	1
2029-05-20	tropics	5	2
2029-05-27	north	5	2
2029-05-27	south	6	1
2029-05-27	tropics	5	2
2029-06-03	south	5	2
2029-06-03	south	6	1
2029-06-03	tropics	5	1
2029-06-10	north	5	1
2029-06-10	south	5	5
2029-06-10	tropics	5	1
2029-06-10	tropics	6	1
2029-06-17	south	5	1
2029-06-24	south	5	2
2029-07-01	south	5	2
2029-07-01	south	6	1
2029-07-01	tropics	6	1
2029-07-08	north	5	1
2029-07-08	south	5	5
2029-07-08	south	6	2
2029-07-08	tropics	5	1
2029-07-15	south	5	6
2029-07-15	south	6	4
2029-07-22	south	5	5
2029-07-22	south	6	3
2029-07-22	south	7	1
2029-07-29	south	5	7
2029-07-29	south	6	2
2029-08-05	south	5	6
2029-08-05	south	6	4
2029-08-12	south	5	5
2029-08-12	south	6	6
2029-08-19	south	5	3
2029-08-19	south	6	12
2029-08-19	tropics	6	1
2029-08-26	south	5	10
2029-08-26	south	6	11
2029-08-26	tropics	6	1
2029-09-02	south	5	4
2029-09-02	south	6	11
2029-09-02	tropics	6	1
2029-09-09	south	5	2
2029-09-09	south	6	6
2029-09-16	south	5	2
2029-09-16	south	6	6
2029-09-16	south	7	1
2029-09-23	south	5	1
2029-09-23	south	6	7
2029-09-23	tropics	6	1
2029-09-30	south	5	1
2029-09-30	south	6	6
2029-09-30	south	7	1
2029-09-30	tropics	6	2
2029-10-07	south	5	1
2029-10-07	south	6	2
2029-10-07	tropics	6	1
2029-10-14	north	6	1
2029-10-14	south	6	3
2029-10-21	south	6	2
2029-10-21	tropics	6	4
2029-10-28	south	6	2
2029-10-28	tropics	6	1
2029-11-04	north	6	1
2029-11-04	south	6	1
2029-11-11	north	6	3
2029-11-11	tropics	6	1
2029-11-18	north	6	1
2029-11-18	south	6	1
2029-11-25	north	6	4
2029-11-25	south	6	1
2029-12-02	north	6	2
2029-12-02	tropics	6	4
2029-12-09	north	6	5
2029-12-09	north	7	2
2029-12-16	north	6	2
2029-12-16	tropics	6	4
2029-12-23	north	6	11
2029-12-23	tropics	6	2
2029-12-23	tropics	7	1
2029-12-30	north	6	9
2029-12-30	north	7	2
2029-12-30	tropics	6	2
2030-01-06	north	6	9
2030-01-06	north	7	2
2030-01-06	tropics	6	7
2030-01-13	north	6	9
2030-01-13	tropics	6	5
2030-01-20	north	6	11
2030-01-20	north	7	2
2030-01-20	tropics	6	1
2030-01-20	tropics	7	1
2030-01-27	north	6	7
2030-01-27	north	7	3
2030-01-27	tropics	6	5
2030-02-03	north	6	10
2030-02-03	tropics	6	3
2030-02-03	tropics	7	1
2030-02-10	north	6	6
2030-02-10	north	7	2
2030-02-10	tropics	6	3
2030-02-17	north	6	6
2030-02-17	north	7	6
2030-02-17	tropics	6	4
2030-02-24	north	6	1
2030-02-24	north	7	4
2030-02-24	tropics	6	9
2030-03-03	north	6	7
2030-03-03	north	7	3
2030-03-03	tropics	6	5
2030-03-10	north	6	4
2030-03-10	north	7	3
2030-03-10	tropics	6	5
2030-03-10	tropics	7	1
2030-03-17	north	6	2
2030-03-17	north	7	5
2030-03-17	tropics	6	1
2030-03-17	tropics	7	2
2030-03-24	north	7	1
2030-03-24	south	7	1
2030-03-24	tropics	6	2
2030-03-24	tropics	7	4
2030-03-31	north	6	1
2030-03-31	north	7	3
2030-03-31	tropics	6	5
2030-03-31	tropics	7	4
