date	country	variant	sequences
2042-04-13	north	7	1
2042-05-04	north	3	34
2042-05-04	tropics	3	1
2042-05-11	north	3	20
2042-05-11	south	3	1
2042-05-18	tropics	3	1
2042-06-01	north	3	51
2042-06-01	south	3	4
2042-06-01	tropics	3	282
2042-07-06	north	3	8
2042-07-06	south	3	1
2042-07-27	north	3	1
2042-08-10	tropics	7	1
2042-08-24	north	3	1358
2042-08-24	south	3	362
2042-08-24	tropics	3	34
2042-08-31	north	3	477
2042-08-31	south	3	2672
2042-08-31	tropics	3	1830
2042-09-14	north	3	10
2042-09-14	south	3	4
2042-09-28	north	3	3
2042-09-28	tropics	3	1
2042-10-05	north	3	219
2042-10-05	south	3	679
2042-10-05	tropics	3	232
2042-10-12	south	3	1
2042-10-26	south	3	1
2042-10-26	tropics	3	4
2042-11-02	tropics	3	1
2042-11-09	north	3	1
2042-11-09	tropics	3	4
2042-11-16	south	3	2
2042-11-23	north	3	2
2042-11-23	tropics	3	6
2042-11-30	north	3	3
2042-11-30	south	3	2
2042-11-30	tropics	3	23
2042-12-07	north	3	103
2042-12-07	south	3	26
2042-12-07	tropics	3	3
2042-12-14	north	3	21
2042-12-14	south	3	43
2042-12-14	tropics	3	36
2042-12-21	north	3	25
2042-12-21	south	3	4
2042-12-21	tropics	3	17
2042-12-28	north	3	36
2042-12-28	south	3	3
2042-12-28	tropics	3	9
2043-01-04	north	3	8
2043-01-04	south	3	38
2043-01-04	tropics	3	18
2043-01-11	north	3	12
2043-01-11	tropics	3	7
2043-01-18	north	3	44
2043-01-18	south	3	356
2043-01-18	tropics	3	76
2043-01-25	north	3	7
2043-01-25	south	3	3
2043-01-25	tropics	3	10
2043-02-01	north	3	13
2043-02-01	tropics	3	4
2043-02-08	north	3	15
2043-02-08	south	3	3
2043-02-08	tropics	3	13
2043-02-15	north	3	10
2043-02-15	south	3	16
2043-02-15	tropics	3	9
2043-02-22	north	3	23
2043-02-22	south	3	13
2043-02-22	tropics	3	7
2043-03-01	north	3	9
2043-03-01	south	3	6
2043-03-01	tropics	3	7
2043-03-08	north	3	14
2043-03-08	tropics	3	1
2043-03-15	north	3	10
2043-03-15	south	3	1
2043-03-15	tropics	3	5
2043-03-22	north	3	9
2043-03-22	south	3	3
2043-03-22	tropics	3	9
2043-03-29	north	3	5
2043-03-29	south	3	2
2043-03-29	tropics	3	7
