date	country	cases
2051-10-07	north	8
2051-10-07	south	389
2051-10-07	tropics	235
2051-10-14	north	9
2051-10-14	south	412
2051-10-14	tropics	253
2051-10-21	north	13
2051-10-21	south	428
2051-10-21	tropics	278
2051-10-28	north	18
2051-10-28	south	430
2051-10-28	tropics	306
2051-11-04	north	24
2051-11-04	south	420
2051-11-04	tropics	333
2051-11-11	north	32
2051-11-11	south	401
2051-11-11	tropics	367
2051-11-18	north	45
2051-11-18	south	374
2051-11-18	tropics	399
2051-11-25	north	64
2051-11-25	south	345
2051-11-25	tropics	435
2051-12-02	north	90
2051-12-02	south	311
2051-12-02	tropics	473
2051-12-09	north	127
2051-12-09	south	277
2051-12-09	tropics	514
2051-12-16	north	181
2051-12-16	south	243
2051-12-16	tropics	552
2051-12-23	north	263
2051-12-23	south	213
2051-12-23	tropics	586
2051-12-30	north	377
2051-12-30	south	185
2051-12-30	tropics	622
2052-01-06	north	537
2052-01-06	south	159
2052-01-06	tropics	650
2052-01-13	north	756
2052-01-13	south	139
2052-01-13	tropics	685
2052-01-20	north	1037
2052-01-20	south	123
2052-01-20	tropics	698
2052-01-27	north	1384
2052-01-27	south	108
2052-01-27	tropics	710
2052-02-03	north	1761
2052-02-03	south	100
2052-02-03	tropics	716
2052-02-10	north	2130
2052-02-10	south	93
2052-02-10	tropics	715
2052-02-17	north	2415
2052-02-17	south	91
2052-02-17	tropics	705
2052-02-24	north	2552
2052-02-24	south	90
2052-02-24	tropics	688
2052-03-02	north	2533
2052-03-02	south	90
2052-03-02	tropics	664
2052-03-09	north	2351
2052-03-09	south	94
2052-03-09	tropics	629
2052-03-16	north	2073
2052-03-16	south	97
2052-03-16	tropics	594
2052-03-23	north	1714
2052-03-23	south	106
2052-03-23	tropics	559
2052-03-30	north	1356
2052-03-30	south	118
2052-03-30	tropics	521
2052-04-06	north	1040
2052-04-06	south	129
2052-04-06	tropics	485
2052-04-13	north	774
2052-04-13	south	145
2052-04-13	tropics	449
2052-04-20	north	555
2052-04-20	south	169
2052-04-20	tropics	405
2052-04-27	north	395
2052-04-27	south	198
2052-04-27	tropics	370
2052-05-04	north	274
2052-05-04	south	236
2052-05-04	tropics	333
2052-05-11	north	187
2052-05-11	south	288
2052-05-11	tropics	302
2052-05-18	north	124
2052-05-18	south	357
2052-05-18	tropics	271
2052-05-25	north	81
2052-05-25	south	448
2052-05-25	tropics	241
2052-06-01	north	53
2052-06-01	south	572
2052-06-01	tropics	215
2052-06-08	north	34
2052-06-08	south	728
2052-06-08	tropics	191
2052-06-15	north	22
2052-06-15	south	931
2052-06-15	tropics	169
2052-06-22	north	15
2052-06-22	south	1174
2052-06-22	tropics	151
2052-06-29	north	10
2052-06-29	south	1466
2052-06-29	tropics	139
2052-07-06	north	8
2052-07-06	south	1784
2052-07-06	tropics	128
2052-07-14	north	6
2052-07-14	south	2105
2052-07-14	tropics	118
2052-07-21	north	6
2052-07-21	south	2387
2052-07-21	tropics	110
2052-07-27	north	6
2052-07-27	south	2578
2052-07-27	tropics	104
2052-08-03	north	6
2052-08-03	south	2633
2052-08-03	tropics	97
2052-08-10	north	6
2052-08-10	south	2550
2052-08-10	tropics	94
2052-08-17	north	6
2052-08-17	south	2350
2052-08-17	tropics	93
2052-08-25	north	7
2052-08-25	south	2053
2052-08-25	tropics	92
2052-09-01	north	7
2052-09-01	south	1729
2052-09-01	tropics	90
2052-09-07	north	8
2052-09-07	south	1410
2052-09-07	tropics	87
2052-09-14	north	8
2052-09-14	south	1102
2052-09-14	tropics	87
2052-09-21	north	7
2052-09-21	south	838
2052-09-21	tropics	86
2052-09-28	north	7
2052-09-28	south	624
2052-09-28	tropics	86
